"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 03, 2009","5,313.00","5,327.40","5,372.40","5,311.90","-","-0.27%"
"Dec 02, 2009","5,327.40","5,312.20","5,348.50","5,283.00","-","0.29%"
"Dec 01, 2009","5,312.20","5,190.70","5,312.20","5,190.70","-","2.34%"
"Nov 30, 2009","5,190.70","5,245.70","5,270.40","5,190.70","-","-1.05%"
"Nov 27, 2009","5,245.70","5,194.10","5,271.00","5,103.80","-","0.99%"
"Nov 26, 2009","5,194.10","5,364.80","5,364.80","5,189.40","-","-3.18%"
"Nov 25, 2009","5,364.80","5,324.00","5,372.20","5,324.00","-","0.77%"
"Nov 24, 2009","5,324.00","5,355.50","5,374.90","5,309.10","-","-0.59%"
"Nov 23, 2009","5,355.50","5,251.40","5,379.50","5,251.40","-","1.98%"
"Nov 20, 2009","5,251.40","5,267.70","5,309.40","5,224.00","-","-0.31%"
"Nov 19, 2009","5,267.70","5,342.10","5,343.80","5,254.20","-","-1.39%"
"Nov 18, 2009","5,342.10","5,345.90","5,372.10","5,331.60","-","-0.07%"
"Nov 17, 2009","5,345.90","5,382.70","5,382.70","5,337.00","-","-0.68%"
"Nov 16, 2009","5,382.70","5,296.40","5,397.00","5,296.40","-","1.63%"
"Nov 13, 2009","5,296.40","5,276.50","5,297.40","5,251.30","-","0.38%"
"Nov 12, 2009","5,276.50","5,266.80","5,304.90","5,254.10","-","0.18%"
"Nov 11, 2009","5,266.80","5,230.50","5,301.10","5,230.50","-","0.69%"
"Nov 10, 2009","5,230.50","5,235.20","5,264.30","5,221.50","-","-0.09%"
"Nov 09, 2009","5,235.20","5,142.70","5,240.00","5,142.70","-","1.80%"
"Nov 06, 2009","5,142.70","5,125.60","5,159.00","5,077.90","-","0.33%"
"Nov 05, 2009","5,125.60","5,107.10","5,154.60","5,036.90","-","0.35%"
"Nov 04, 2009","5,107.90","5,037.20","5,120.80","5,037.20","-","1.40%"
"Nov 03, 2009","5,037.20","5,104.50","5,104.50","4,985.10","-","-1.32%"
"Nov 02, 2009","5,104.50","5,044.50","5,115.70","5,022.50","-","1.19%"
"Oct 30, 2009","5,044.50","5,137.70","5,169.90","5,024.40","-","-1.81%"
"Oct 29, 2009","5,137.70","5,080.40","5,145.60","5,042.70","-","1.13%"
"Oct 28, 2009","5,080.40","5,201.00","5,201.00","5,074.10","-","-2.32%"
"Oct 27, 2009","5,201.00","5,191.70","5,230.60","5,181.90","-","0.18%"
"Oct 26, 2009","5,191.70","5,242.60","5,281.10","5,166.40","-","-0.97%"
"Oct 23, 2009","5,242.60","5,207.40","5,299.60","5,207.40","-","0.68%"
"Oct 22, 2009","5,207.40","5,257.90","5,257.90","5,166.50","-","-0.96%"
"Oct 21, 2009","5,257.90","5,243.40","5,268.00","5,174.50","-","0.28%"
"Oct 20, 2009","5,243.40","5,281.50","5,298.50","5,243.40","-","-0.72%"
"Oct 19, 2009","5,281.50","5,190.20","5,281.50","5,190.20","-","1.76%"
"Oct 16, 2009","5,190.20","5,223.00","5,272.90","5,176.40","-","-0.63%"
"Oct 15, 2009","5,223.00","5,256.10","5,267.90","5,218.90","-","-0.63%"
"Oct 14, 2009","5,256.10","5,154.10","5,261.30","5,154.10","-","1.98%"
"Oct 13, 2009","5,154.10","5,210.20","5,221.60","5,154.10","-","-1.08%"
"Oct 12, 2009","5,210.20","5,161.90","5,231.20","5,161.90","-","0.94%"
"Oct 09, 2009","5,161.90","5,154.60","5,171.50","5,130.40","-","0.14%"
"Oct 08, 2009","5,154.60","5,108.90","5,172.80","5,108.90","-","0.89%"
"Oct 07, 2009","5,108.90","5,138.00","5,156.20","5,104.50","-","-0.57%"
"Oct 06, 2009","5,138.00","5,024.30","5,149.90","5,024.30","-","2.26%"
"Oct 05, 2009","5,024.30","4,988.70","5,024.30","4,976.90","-","0.71%"
"Oct 02, 2009","4,988.70","5,047.80","5,047.80","4,955.00","-","-1.17%"
"Oct 01, 2009","5,047.80","5,133.90","5,164.40","5,044.00","-","-1.68%"
"Sep 30, 2009","5,133.90","5,159.70","5,190.00","5,092.80","-","-0.50%"
"Sep 29, 2009","5,159.70","5,165.70","5,184.00","5,136.50","-","-0.12%"
"Sep 28, 2009","5,165.70","5,082.20","5,170.80","5,050.80","-","1.64%"
"Sep 25, 2009","5,082.20","5,079.30","5,121.90","5,079.00","-","0.06%"
"Sep 24, 2009","5,079.30","5,139.40","5,165.40","5,073.40","-","-1.17%"
"Sep 23, 2009","5,139.40","5,142.60","5,175.10","5,126.60","-","-0.06%"
"Sep 22, 2009","5,142.60","5,134.40","5,189.90","5,134.40","-","0.16%"
"Sep 21, 2009","5,134.40","5,172.90","5,182.20","5,107.70","-","-0.74%"
"Sep 18, 2009","5,172.90","5,164.00","5,183.90","5,147.10","-","0.17%"
"Sep 17, 2009","5,164.00","5,124.10","5,173.10","5,124.10","-","0.78%"
"Sep 16, 2009","5,124.10","5,042.10","5,131.30","5,042.10","-","1.63%"
"Sep 15, 2009","5,042.10","5,018.90","5,062.70","4,996.50","-","0.46%"
"Sep 14, 2009","5,018.90","5,011.50","5,020.90","4,953.70","-","0.15%"
"Sep 11, 2009","5,011.50","4,987.70","5,038.80","4,987.70","-","0.48%"
"Sep 10, 2009","4,987.70","5,004.30","5,035.30","4,956.60","-","-0.33%"
"Sep 09, 2009","5,004.30","4,947.30","5,004.30","4,928.40","-","1.15%"
"Sep 08, 2009","4,947.30","4,933.20","4,972.00","4,926.00","-","0.29%"
"Sep 07, 2009","4,933.20","4,851.70","4,941.70","4,851.70","-","1.68%"
"Sep 04, 2009","4,851.70","4,796.80","4,873.80","4,796.80","-","1.14%"
"Sep 03, 2009","4,796.80","4,817.50","4,841.50","4,788.90","-","-0.43%"
"Sep 02, 2009","4,817.50","4,819.70","4,821.90","4,776.50","-","-0.05%"
"Sep 01, 2009","4,819.70","4,908.90","4,921.20","4,819.70","-","-1.82%"
"Aug 28, 2009","4,908.90","4,869.40","4,944.20","4,869.40","-","0.81%"
"Aug 27, 2009","4,869.40","4,890.60","4,906.20","4,855.30","-","-0.43%"
"Aug 26, 2009","4,890.60","4,916.80","4,927.00","4,872.40","-","-0.53%"
"Aug 25, 2009","4,916.80","4,896.20","4,923.30","4,858.90","-","0.42%"
"Aug 24, 2009","4,896.20","4,850.90","4,911.40","4,850.90","-","0.93%"
"Aug 21, 2009","4,850.90","4,756.60","4,858.50","4,735.80","-","1.98%"
"Aug 20, 2009","4,756.60","4,689.70","4,766.90","4,689.70","-","1.43%"
"Aug 19, 2009","4,689.70","4,685.80","4,698.50","4,625.40","-","0.08%"
"Aug 18, 2009","4,685.80","4,645.00","4,688.20","4,645.00","-","0.88%"
"Aug 17, 2009","4,645.00","4,714.00","4,714.00","4,610.30","-","-1.46%"
"Aug 14, 2009","4,714.00","4,755.50","4,790.20","4,699.50","-","-0.87%"
"Aug 13, 2009","4,755.50","4,716.80","4,790.00","4,716.80","-","0.82%"
"Aug 12, 2009","4,716.80","4,671.30","4,722.50","4,631.70","-","0.97%"
"Aug 11, 2009","4,671.30","4,722.20","4,744.10","4,657.80","-","-1.08%"
"Aug 10, 2009","4,722.20","4,731.60","4,731.60","4,688.80","-","-0.20%"
"Aug 07, 2009","4,731.60","4,690.50","4,743.60","4,632.20","-","0.88%"
"Aug 06, 2009","4,690.50","4,647.10","4,729.60","4,647.10","-","0.93%"
"Aug 05, 2009","4,647.10","4,671.40","4,696.60","4,630.60","-","-0.52%"
"Aug 04, 2009","4,671.40","4,682.50","4,682.50","4,627.70","-","-0.24%"
"Aug 03, 2009","4,682.50","4,608.40","4,710.20","4,595.60","-","1.61%"
"Jul 31, 2009","4,608.40","4,631.60","4,645.50","4,599.70","-","-0.50%"
"Jul 30, 2009","4,631.60","4,547.50","4,646.90","4,547.50","-","1.85%"
"Jul 29, 2009","4,547.50","4,528.80","4,581.80","4,512.10","-","0.41%"
"Jul 28, 2009","4,528.80","4,586.10","4,616.40","4,520.30","-","-1.25%"
"Jul 27, 2009","4,586.10","4,576.60","4,615.10","4,553.10","-","0.21%"
"Jul 24, 2009","4,576.60","4,559.80","4,603.20","4,536.50","-","0.37%"
"Jul 23, 2009","4,559.80","4,493.70","4,566.80","4,472.10","-","1.47%"
"Jul 22, 2009","4,493.70","4,481.20","4,498.00","4,449.20","-","0.28%"
"Jul 21, 2009","4,481.20","4,443.60","4,502.10","4,437.80","-","0.85%"
"Jul 20, 2009","4,443.60","4,388.80","4,464.80","4,388.80","-","1.25%"
"Jul 17, 2009","4,388.80","4,361.80","4,411.90","4,361.80","-","0.62%"
"Jul 16, 2009","4,361.80","4,346.50","4,385.10","4,329.40","-","0.35%"
"Jul 15, 2009","4,346.50","4,237.70","4,346.50","4,237.70","-","2.57%"
"Jul 14, 2009","4,237.70","4,202.10","4,256.40","4,198.70","-","0.85%"
"Jul 13, 2009","4,202.10","4,127.20","4,209.30","4,096.10","-","1.81%"
"Jul 10, 2009","4,127.20","4,158.70","4,160.50","4,123.50","-","-0.76%"
"Jul 09, 2009","4,158.70","4,140.20","4,186.40","4,140.20","-","0.45%"
"Jul 08, 2009","4,140.20","4,187.00","4,197.50","4,130.60","-","-1.12%"
"Jul 07, 2009","4,187.00","4,194.90","4,242.10","4,184.40","-","-0.19%"
"Jul 06, 2009","4,194.90","4,236.30","4,236.30","4,172.30","-","-0.98%"
"Jul 03, 2009","4,236.30","4,234.30","4,264.80","4,221.20","-","0.05%"
"Jul 02, 2009","4,234.30","4,340.70","4,340.70","4,230.80","-","-2.45%"
"Jul 01, 2009","4,340.70","4,249.20","4,353.00","4,249.20","-","2.15%"
"Jun 30, 2009","4,249.20","4,294.00","4,311.20","4,230.60","-","-1.04%"
"Jun 29, 2009","4,294.00","4,241.00","4,303.50","4,235.20","-","1.25%"
"Jun 26, 2009","4,241.00","4,252.60","4,307.20","4,216.50","-","-0.27%"
"Jun 25, 2009","4,252.60","4,280.00","4,290.40","4,213.40","-","-0.64%"
"Jun 24, 2009","4,280.00","4,230.00","4,293.00","4,218.40","-","1.18%"
"Jun 23, 2009","4,230.00","4,234.00","4,264.00","4,214.90","-","-0.09%"
"Jun 22, 2009","4,234.00","4,345.90","4,345.90","4,234.00","-","-2.57%"
"Jun 19, 2009","4,345.90","4,280.90","4,370.30","4,279.90","-","1.52%"
"Jun 18, 2009","4,280.90","4,278.50","4,305.40","4,239.70","-","0.06%"
"Jun 17, 2009","4,278.50","4,328.60","4,328.70","4,254.60","-","-1.16%"
"Jun 16, 2009","4,328.60","4,326.00","4,372.90","4,321.60","-","0.06%"
"Jun 15, 2009","4,326.00","4,442.00","4,442.00","4,319.80","-","-2.61%"
"Jun 12, 2009","4,442.00","4,461.90","4,472.00","4,427.20","-","-0.45%"
"Jun 11, 2009","4,461.90","4,436.80","4,478.40","4,409.10","-","0.57%"
"Jun 10, 2009","4,436.80","4,404.80","4,505.90","4,404.80","-","0.73%"
"Jun 09, 2009","4,404.80","4,405.20","4,445.50","4,387.30","-","-0.01%"
"Jun 08, 2009","4,405.20","4,438.60","4,438.60","4,370.50","-","-0.75%"
"Jun 05, 2009","4,438.60","4,386.90","4,495.90","4,386.90","-","1.18%"
"Jun 04, 2009","4,386.90","4,383.40","4,436.30","4,359.70","-","0.08%"
"Jun 03, 2009","4,383.40","4,477.00","4,477.20","4,359.30","-","-2.09%"
"Jun 02, 2009","4,477.00","4,506.20","4,506.20","4,435.90","-","-0.65%"
"Jun 01, 2009","4,506.20","4,417.90","4,517.60","4,417.90","-","2.00%"
"May 29, 2009","4,417.90","4,387.50","4,469.40","4,387.50","-","0.69%"
"May 28, 2009","4,387.50","4,416.20","4,416.20","4,341.10","-","-0.65%"
"May 27, 2009","4,416.20","4,411.70","4,439.80","4,390.20","-","0.10%"
"May 26, 2009","4,411.70","4,365.30","4,423.60","4,295.00","-","1.06%"
"May 22, 2009","4,365.30","4,345.50","4,393.10","4,335.00","-","0.46%"
"May 21, 2009","4,345.50","4,468.40","4,468.40","4,325.80","-","-2.75%"
"May 20, 2009","4,468.40","4,482.30","4,504.20","4,445.10","-","-0.31%"
"May 19, 2009","4,482.30","4,446.50","4,512.70","4,445.50","-","0.81%"
"May 18, 2009","4,446.50","4,348.10","4,446.50","4,307.70","-","2.26%"
"May 15, 2009","4,348.10","4,362.60","4,400.70","4,317.20","-","-0.33%"
"May 14, 2009","4,362.60","4,331.40","4,371.30","4,295.20","-","0.72%"
"May 13, 2009","4,331.40","4,425.50","4,448.00","4,328.20","-","-2.13%"
"May 12, 2009","4,425.50","4,435.50","4,457.50","4,397.40","-","-0.23%"
"May 11, 2009","4,435.50","4,462.10","4,470.00","4,401.50","-","-0.60%"
"May 08, 2009","4,462.10","4,398.70","4,487.50","4,398.70","-","1.44%"
"May 07, 2009","4,398.70","4,396.50","4,520.80","4,380.30","-","0.05%"
"May 06, 2009","4,396.50","4,336.90","4,437.60","4,317.00","-","1.37%"
"May 05, 2009","4,336.90","4,243.20","4,375.40","4,243.20","-","2.21%"
"May 01, 2009","4,243.20","4,243.70","4,251.60","4,210.80","-","-0.01%"
"Apr 30, 2009","4,243.70","4,189.60","4,293.60","4,189.60","-","1.29%"
"Apr 29, 2009","4,189.60","4,096.40","4,193.30","4,089.50","-","2.28%"
"Apr 28, 2009","4,096.40","4,167.00","4,167.00","4,058.70","-","-1.69%"
"Apr 27, 2009","4,167.00","4,156.00","4,179.20","4,088.70","-","0.26%"
"Apr 24, 2009","4,156.00","4,018.20","4,156.00","4,018.20","-","3.43%"
"Apr 23, 2009","4,018.20","4,030.70","4,082.30","3,999.10","-","-0.31%"
"Apr 22, 2009","4,030.70","3,987.50","4,036.00","3,948.20","-","1.08%"
"Apr 21, 2009","3,987.50","3,990.90","4,019.20","3,897.30","-","-0.09%"
"Apr 20, 2009","3,990.90","4,092.80","4,112.80","3,962.90","-","-2.49%"
"Apr 17, 2009","4,092.80","4,053.00","4,114.30","4,043.20","-","0.98%"
"Apr 16, 2009","4,053.00","3,968.40","4,053.00","3,963.60","-","2.13%"
"Apr 15, 2009","3,968.40","3,989.00","4,023.40","3,941.60","-","-0.52%"
"Apr 14, 2009","3,989.00","3,983.70","4,039.70","3,939.60","-","0.13%"
"Apr 09, 2009","3,983.70","3,925.50","3,986.30","3,912.00","-","1.48%"
"Apr 08, 2009","3,925.50","3,930.50","3,940.40","3,876.10","-","-0.13%"
"Apr 07, 2009","3,930.50","3,993.50","4,039.50","3,909.90","-","-1.58%"
"Apr 06, 2009","3,993.50","4,029.70","4,097.20","3,959.60","-","-0.90%"
"Apr 03, 2009","4,029.70","4,125.00","4,132.90","4,015.60","-","-2.31%"
"Apr 02, 2009","4,125.00","3,955.60","4,137.90","3,955.60","-","4.28%"
"Apr 01, 2009","3,955.60","3,926.10","3,972.70","3,838.20","-","0.75%"
"Mar 31, 2009","3,926.10","3,762.90","3,930.60","3,762.90","-","4.34%"
"Mar 30, 2009","3,762.90","3,898.90","3,898.90","3,762.90","-","-3.49%"
"Mar 27, 2009","3,898.90","3,925.20","3,950.30","3,877.60","-","-0.67%"
"Mar 26, 2009","3,925.20","3,900.30","3,929.50","3,877.80","-","0.64%"
"Mar 25, 2009","3,900.30","3,911.50","3,939.20","3,853.00","-","-0.29%"
"Mar 24, 2009","3,911.50","3,952.80","3,992.40","3,878.40","-","-1.04%"
"Mar 23, 2009","3,952.80","3,842.90","3,978.60","3,842.90","-","2.86%"
"Mar 20, 2009","3,842.90","3,816.90","3,854.90","3,777.70","-","0.68%"
"Mar 19, 2009","3,816.90","3,805.00","3,912.60","3,793.70","-","0.31%"
"Mar 18, 2009","3,805.00","3,857.10","3,901.60","3,768.50","-","-1.35%"
"Mar 17, 2009","3,857.10","3,864.00","3,864.00","3,793.10","-","-0.18%"
"Mar 16, 2009","3,864.00","3,753.70","3,864.00","3,753.70","-","2.94%"
"Mar 13, 2009","3,753.70","3,712.10","3,816.00","3,712.10","-","1.12%"
"Mar 12, 2009","3,712.10","3,693.80","3,725.60","3,616.50","-","0.50%"
"Mar 11, 2009","3,693.80","3,715.20","3,763.20","3,652.00","-","-0.58%"
"Mar 10, 2009","3,715.20","3,542.40","3,726.30","3,516.30","-","4.88%"
"Mar 09, 2009","3,542.40","3,530.70","3,564.80","3,460.70","-","0.33%"
"Mar 06, 2009","3,530.70","3,529.90","3,590.20","3,492.10","-","0.02%"
"Mar 05, 2009","3,529.90","3,645.90","3,645.90","3,526.40","-","-3.18%"
"Mar 04, 2009","3,645.90","3,512.10","3,649.50","3,512.10","-","3.81%"
"Mar 03, 2009","3,512.10","3,625.80","3,676.90","3,497.30","-","-3.14%"
"Mar 02, 2009","3,625.80","3,830.10","3,830.10","3,625.80","-","-5.33%"
"Feb 27, 2009","3,830.10","3,915.60","3,915.60","3,760.70","-","-2.18%"
"Feb 26, 2009","3,915.60","3,849.00","3,948.20","3,849.00","-","1.73%"
"Feb 25, 2009","3,849.00","3,816.40","3,884.10","3,803.90","-","0.85%"
"Feb 24, 2009","3,816.40","3,850.70","3,852.30","3,772.40","-","-0.89%"
"Feb 23, 2009","3,850.70","3,889.10","3,960.00","3,844.90","-","-0.99%"
"Feb 20, 2009","3,889.10","4,018.40","4,018.40","3,877.80","-","-3.22%"
"Feb 19, 2009","4,018.40","4,006.80","4,045.20","3,983.90","-","0.29%"
"Feb 18, 2009","4,006.80","4,034.10","4,056.50","3,938.10","-","-0.68%"
"Feb 17, 2009","4,034.10","4,134.80","4,134.80","3,995.40","-","-2.44%"
"Feb 16, 2009","4,134.80","4,189.60","4,189.60","4,127.30","-","-1.31%"
"Feb 13, 2009","4,189.60","4,202.20","4,291.60","4,168.00","-","-0.30%"
"Feb 12, 2009","4,202.20","4,234.30","4,234.30","4,135.10","-","-0.76%"
"Feb 11, 2009","4,234.30","4,213.10","4,244.50","4,182.10","-","0.50%"
"Feb 10, 2009","4,213.10","4,307.60","4,309.50","4,210.50","-","-2.19%"
"Feb 09, 2009","4,307.60","4,291.90","4,334.00","4,244.00","-","0.37%"
"Feb 06, 2009","4,291.90","4,228.90","4,330.70","4,225.60","-","1.49%"
"Feb 05, 2009","4,228.90","4,228.60","4,235.30","4,133.50","-","0.01%"
"Feb 04, 2009","4,228.60","4,164.50","4,262.70","4,160.40","-","1.54%"
"Feb 03, 2009","4,164.50","4,077.80","4,173.20","4,043.40","-","2.13%"
"Feb 02, 2009","4,077.80","4,149.60","4,149.60","4,036.90","-","-1.73%"
"Jan 30, 2009","4,149.60","4,190.10","4,228.00","4,125.20","-","-0.97%"
"Jan 29, 2009","4,190.10","4,295.20","4,295.20","4,147.70","-","-2.45%"
"Jan 28, 2009","4,295.20","4,194.40","4,317.60","4,194.40","-","2.40%"
"Jan 27, 2009","4,194.40","4,209.00","4,211.00","4,130.80","-","-0.35%"
"Jan 26, 2009","4,209.00","4,052.50","4,225.20","4,039.40","-","3.86%"
"Jan 23, 2009","4,052.50","4,052.20","4,070.80","3,956.70","-","0.01%"
"Jan 22, 2009","4,052.20","4,059.90","4,153.90","4,046.40","-","-0.19%"
"Jan 21, 2009","4,059.90","4,091.40","4,112.80","4,001.40","-","-0.77%"
"Jan 20, 2009","4,091.40","4,108.50","4,184.30","4,060.60","-","-0.42%"
"Jan 19, 2009","4,108.50","4,147.10","4,251.90","4,032.40","-","-0.93%"
"Jan 16, 2009","4,147.10","4,121.10","4,251.70","4,121.10","-","0.63%"
"Jan 15, 2009","4,121.10","4,180.60","4,199.40","4,090.90","-","-1.42%"
"Jan 14, 2009","4,180.60","4,399.10","4,426.50","4,115.40","-","-4.97%"
"Jan 13, 2009","4,399.10","4,426.20","4,426.20","4,321.30","-","-0.61%"
"Jan 12, 2009","4,426.20","4,448.50","4,471.30","4,402.30","-","-0.50%"
"Jan 09, 2009","4,448.50","4,505.40","4,534.80","4,431.90","-","-1.26%"
"Jan 08, 2009","4,505.40","4,507.50","4,514.70","4,410.50","-","-0.05%"
"Jan 07, 2009","4,507.50","4,638.90","4,638.90","4,478.00","-","-2.83%"
"Jan 06, 2009","4,638.90","4,579.60","4,675.70","4,562.00","-","1.29%"
"Jan 05, 2009","4,579.60","4,561.80","4,618.10","4,520.80","-","0.39%"
"Jan 02, 2009","4,561.80","4,434.20","4,561.80","4,430.00","-","2.88%"
"Dec 31, 2008","4,434.20","4,392.70","4,456.20","4,392.70","-","0.94%"
"Dec 30, 2008","4,392.70","4,319.40","4,406.10","4,319.40","-","1.70%"
"Dec 29, 2008","4,319.40","4,216.60","4,326.30","4,216.60","-","2.44%"
"Dec 24, 2008","4,216.60","4,256.00","4,256.00","4,205.20","-","-0.93%"
"Dec 23, 2008","4,256.00","4,249.20","4,307.10","4,244.20","-","0.16%"
"Dec 22, 2008","4,249.20","4,286.90","4,305.40","4,219.80","-","-0.88%"
"Dec 19, 2008","4,286.90","4,330.70","4,330.70","4,200.70","-","-1.01%"
"Dec 18, 2008","4,330.70","4,324.20","4,352.70","4,282.60","-","0.15%"
"Dec 17, 2008","4,324.20","4,309.10","4,341.10","4,231.10","-","0.35%"
"Dec 16, 2008","4,309.10","4,277.60","4,330.10","4,246.10","-","0.74%"
"Dec 15, 2008","4,277.60","4,280.40","4,340.70","4,238.90","-","-0.07%"
"Dec 12, 2008","4,280.40","4,388.70","4,388.70","4,201.90","-","-2.47%"
"Dec 11, 2008","4,388.70","4,367.30","4,430.30","4,307.80","-","0.49%"
"Dec 10, 2008","4,367.30","4,381.30","4,407.10","4,330.00","-","-0.32%"
"Dec 09, 2008","4,381.30","4,300.10","4,413.00","4,232.60","-","1.89%"
"Dec 08, 2008","4,300.10","4,049.40","4,318.00","4,049.40","-","6.19%"
"Dec 05, 2008","4,049.40","4,163.60","4,163.60","4,002.20","-","-2.74%"
"Dec 04, 2008","4,163.60","4,170.00","4,261.10","4,090.00","-","-0.15%"
"Dec 03, 2008","4,170.00","4,122.90","4,190.90","4,042.30","-","1.14%"
"Dec 02, 2008","4,122.90","4,065.50","4,137.10","3,973.30","-","1.41%"
"Dec 01, 2008","4,065.50","4,288.00","4,288.00","4,038.40","-","-5.19%"
"Nov 28, 2008","4,288.00","4,226.10","4,288.00","4,192.50","-","1.46%"
"Nov 27, 2008","4,226.10","4,152.70","4,241.70","4,152.70","-","1.77%"
"Nov 26, 2008","4,152.70","4,171.30","4,198.70","4,050.70","-","-0.45%"
"Nov 25, 2008","4,171.30","4,153.00","4,268.30","4,069.30","-","0.44%"
"Nov 24, 2008","4,153.00","3,781.00","4,153.10","3,781.00","-","9.84%"
"Nov 21, 2008","3,781.00","3,875.00","3,946.70","3,734.10","-","-2.43%"
"Nov 20, 2008","3,875.00","4,005.70","4,005.70","3,812.20","-","-3.26%"
"Nov 19, 2008","4,005.70","4,208.50","4,213.20","3,999.10","-","-4.82%"
"Nov 18, 2008","4,208.50","4,132.20","4,208.50","4,033.40","-","1.85%"
"Nov 17, 2008","4,132.20","4,233.00","4,236.40","4,110.70","-","-2.38%"
"Nov 14, 2008","4,233.00","4,169.20","4,342.30","4,169.20","-","1.53%"
"Nov 13, 2008","4,169.20","4,182.00","4,198.70","4,079.60","-","-0.31%"
"Nov 12, 2008","4,182.00","4,246.70","4,333.40","4,134.50","-","-1.52%"
"Nov 11, 2008","4,246.70","4,403.90","4,403.90","4,231.50","-","-3.57%"
"Nov 10, 2008","4,403.90","4,365.00","4,524.90","4,365.00","-","0.89%"
"Nov 07, 2008","4,365.00","4,272.40","4,408.10","4,263.80","-","2.17%"
"Nov 06, 2008","4,272.40","4,530.70","4,530.70","4,260.30","-","-5.70%"
"Nov 05, 2008","4,530.70","4,639.50","4,639.50","4,495.70","-","-2.35%"
"Nov 04, 2008","4,639.50","4,443.30","4,639.50","4,404.20","-","4.42%"
"Nov 03, 2008","4,443.30","4,377.30","4,443.30","4,348.30","-","1.51%"
"Oct 31, 2008","4,377.30","4,291.60","4,383.90","4,195.10","-","2.00%"
"Oct 30, 2008","4,291.60","4,242.50","4,352.50","4,200.20","-","1.16%"
"Oct 29, 2008","4,242.50","3,926.40","4,242.50","3,926.40","-","8.05%"
"Oct 28, 2008","3,926.40","3,852.60","4,034.00","3,847.60","-","1.92%"
"Oct 27, 2008","3,852.60","3,883.40","3,911.60","3,665.20","-","-0.79%"
"Oct 24, 2008","3,883.40","4,087.80","4,087.80","3,715.20","-","-5.00%"
"Oct 23, 2008","4,087.80","4,040.90","4,108.40","3,927.60","-","1.16%"
"Oct 22, 2008","4,040.90","4,229.70","4,229.70","4,031.80","-","-4.46%"
"Oct 21, 2008","4,229.70","4,282.70","4,347.70","4,212.40","-","-1.24%"
"Oct 20, 2008","4,282.70","4,063.00","4,282.70","4,063.00","-","5.41%"
"Oct 17, 2008","4,063.00","3,861.40","4,077.60","3,861.30","-","5.22%"
"Oct 16, 2008","3,861.40","4,079.60","4,079.60","3,808.10","-","-5.35%"
"Oct 15, 2008","4,079.60","4,394.20","4,394.20","4,052.00","-","-7.16%"
"Oct 14, 2008","4,394.20","4,256.90","4,534.40","4,256.90","-","3.23%"
"Oct 13, 2008","4,256.90","3,932.10","4,256.90","3,932.10","-","8.26%"
"Oct 10, 2008","3,932.10","4,313.80","4,313.80","3,874.00","-","-8.85%"
"Oct 09, 2008","4,313.80","4,366.70","4,512.50","4,274.40","-","-1.21%"
"Oct 08, 2008","4,366.70","4,605.20","4,654.20","4,245.30","-","-5.18%"
"Oct 07, 2008","4,605.20","4,589.20","4,745.00","4,517.50","-","0.35%"
"Oct 06, 2008","4,589.20","4,980.30","4,980.30","4,549.70","-","-7.85%"
"Oct 03, 2008","4,980.30","4,870.30","5,003.90","4,832.10","-","2.26%"
"Oct 02, 2008","4,870.30","4,959.60","5,052.00","4,862.10","-","-1.80%"
"Oct 01, 2008","4,959.60","4,902.50","5,012.20","4,891.50","-","1.16%"
"Sep 30, 2008","4,902.50","4,818.80","4,953.40","4,671.00","-","1.74%"
"Sep 29, 2008","4,818.80","5,088.50","5,088.50","4,818.80","-","-5.30%"
"Sep 26, 2008","5,088.50","5,197.00","5,197.00","5,057.30","-","-2.09%"
"Sep 25, 2008","5,197.00","5,095.60","5,211.60","5,060.70","-","1.99%"
"Sep 24, 2008","5,095.60","5,136.10","5,167.40","5,087.30","-","-0.79%"
"Sep 23, 2008","5,136.10","5,236.30","5,236.30","5,076.30","-","-1.91%"
"Sep 22, 2008","5,236.30","5,311.30","5,339.30","5,236.30","-","-1.41%"
"Sep 19, 2008","5,311.30","4,880.00","5,351.20","4,857.10","-","8.84%"
"Sep 18, 2008","4,880.00","4,912.40","5,015.90","4,860.70","-","-0.66%"
"Sep 17, 2008","4,912.40","5,025.60","5,124.40","4,903.30","-","-2.25%"
"Sep 16, 2008","5,025.60","5,204.20","5,204.20","4,961.20","-","-3.43%"
"Sep 15, 2008","5,204.20","5,416.70","5,416.70","5,124.90","-","-3.92%"
"Sep 12, 2008","5,416.70","5,318.40","5,416.70","5,318.40","-","1.85%"
"Sep 11, 2008","5,318.40","5,366.20","5,377.90","5,258.10","-","-0.89%"
"Sep 10, 2008","5,366.20","5,415.60","5,419.50","5,327.80","-","-0.91%"
"Sep 09, 2008","5,415.60","5,446.30","5,524.80","5,386.90","-","-0.56%"
"Sep 08, 2008","5,446.30","5,240.70","5,447.60","5,240.70","-","3.92%"
"Sep 05, 2008","5,240.70","5,362.10","5,362.10","5,227.60","-","-2.26%"
"Sep 04, 2008","5,362.10","5,499.70","5,541.70","5,362.10","-","-2.50%"
"Sep 03, 2008","5,499.70","5,620.70","5,620.70","5,492.10","-","-2.15%"
"Sep 02, 2008","5,620.70","5,602.80","5,646.50","5,574.90","-","0.32%"
"Sep 01, 2008","5,602.80","5,636.60","5,636.60","5,573.80","-","-0.60%"
"Aug 29, 2008","5,636.60","5,601.20","5,649.10","5,587.40","-","0.63%"
