Date,AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN
2016-03-15,41.576261309187,101.99589932256,86.83,54.423417833523,84.83515907373,56.32,54.67,134.44,19.588878049539,138.55297222023
2016-03-16,41.77372633559,103.35155336787,88.17,55.150873962113,85.165483788401,56.97,55.81,130.84,19.736532909209,139.29793268814
2016-03-17,41.566388057867,103.18575395226,89.96,56.130514881946,86.311904856965,57.06,56.06,127.91,19.96293702737,139.44305485722
2016-03-18,42.889403734768,103.30278883387,93.42,57.236248197402,86.117596201276,57.81,55.95,128.45,20.169653830908,140.77817881269
2016-03-21,42.919023488729,103.29303592707,92.5,57.081057556636,86.4770672143,58.17,56.29,131.06,20.405901606379,142.22940050343
2016-03-22,42.218022644998,104.08302137793,92.56,56.760976860057,86.117596201276,57.98,56.74,135.71,20.455119892936,145.72200737247
2016-03-23,41.388669534104,103.50759987668,92.16,56.576687974148,86.010726440647,57.29,55.12,133.63,19.96293702737,143.92249247595
2016-03-24,39.986667846642,103.05896616385,92.52,56.877369840631,86.224465961905,57.37,54.84,133.19,19.834969482323,144.38688341699
2016-03-28,40.391471150768,102.59082663741,92.4,56.5669885591,85.787271486605,57.11,54.93,132.5,19.884187768879,143.54517483636
2016-03-29,40.825894208855,105.01930043081,93.22,57.032560481397,86.885115391247,58.23,55.26,134.54,20.268090404021,144.62875369878
2016-03-30,40.855513962816,106.85284690935,93.78,57.33324234788,86.613083273282,57.9,55.1,134.82,20.711054983031,144.61907888751
2016-03-31,40.49020366397,106.29693122171,93.8,57.410837668263,87.157147509211,58.31,55.57,139.22,20.848866185389,145.05444539473
2016-04-01,39.019089217266,107.27222190179,95.16,57.207149952258,87.691496312355,57.77,55.22,142.94,21.085113960861,149.14689056261
2016-04-04,38.870990447464,108.37430037027,94.5,56.993762821205,87.157147509211,58.19,55.33,147.1,20.839022528078,149.63063112618
2016-04-05,38.436567389377,107.09666957937,94.17,56.722179199865,87.196009240349,57.11,53.14,148.03,20.622462067229,147.97623839874
2016-04-06,38.406947635416,108.21825386146,95.4,57.38173942312,88.254991413853,57.78,54.78,157.02,20.730742297653,154.46803676197
2016-04-07,37.873792064128,105.85805041567,93.78,56.605786219291,87.244586404271,56.39,53.28,148.03,20.474807207559,152.26217979205
2016-04-08,38.01201758261,105.97508529728,94.07,57.032560481397,87.759504341846,56.76,52.38,148.89,20.464963550247,151.37209715507
2016-04-11,38.239102362974,106.32618994211,92.95,56.83857218044,87.157147509211,56.87,51.06,147.88,20.612618409917,151.30437347617
2016-04-12,38.693271923701,107.71110270782,93.42,57.032560481397,87.545764820589,55.92,50.54,153.55,20.602774752606,153.44250676718
2016-04-13,39.433765772713,109.27156779595,94.53,58.002501986182,87.672065446786,57.71,51.79,152.88,20.976833730436,154.85502921283
2016-04-14,40.648175685092,109.33008523675,94.44,57.65332304446,87.691496312355,58.08,51.67,154.75,21.144175904729,154.91307808046
2016-04-15,40.391471150768,107.13568120657,95.16,56.896768670727,87.584626551726,58.42,50.93,153.09,21.134332247418,154.92275289174
2016-04-18,40.401344402088,104.82424229479,96.55,56.935566330918,88.118975354871,59.14,51.75,155.71,21.22292516322,156.44169826137
2016-04-19,40.816020957535,104.26832660715,96.52,56.479693823669,88.157837086008,59.13,51.35,155.44,20.868553500012,156.82869071224
2016-04-20,40.737034946974,104.48289055676,96.33,57.401138253215,87.555480253373,59.39,51.27,157.04,20.809491556144,157.46722825616
2016-04-21,39.502878531954,103.35155336787,96.37,57.042259896445,86.807391928971,60.07,51.36,161.38,20.617540238573,159.00552324834
2016-04-22,37.725693294326,103.06871907065,94.79,56.722179199865,87.098854912504,59.54,51.13,159.1,20.770116926899,157.88324514084
2016-04-25,36.531029884586,102.4835446626,95.8,56.673682124626,87.030846883013,59.99,51.09,158.02,20.612618409917,158.14446504517
2016-04-26,36.452043874025,101.77158246615,96.15,57.546629478933,87.234870971487,61.01,52.66,154.01,20.937459101191,157.5543015576
2016-04-27,36.244705596302,95.402934325236,95.64,57.847311345417,87.555480253373,61.4,54.85,150.78,21.085113960861,155.76446147236
2016-04-28,35.51408499861,92.486815191802,93.64,56.120815466898,86.56450610936,61.39,52.41,142.53,20.48465086487,155.33876977641
2016-04-29,34.25030882963,91.423748350517,94.22,54.627105549528,85.923287545587,59.82,50.99,139.28,20.149966516285,153.15226242904
2016-05-02,34.092336808507,91.326219282509,94.9,55.29636518783,86.885115391247,61.37,50.94,140.53,19.992467999304,153.81982440678
2016-05-03,34.240865722863,92.82816692983,93.66,54.539810814098,86.282758558611,60.34,49.91,144.37,19.785751195766,151.26567423108
2016-05-04,32.884301638412,91.862629156552,92.94,54.151834212183,85.874710381665,58.73,49.54,141.41,19.539659762983,149.16624018515
2016-05-05,32.483273569651,91.492018698123,93.5,54.016042401513,83.989916421484,58.46,49.51,142.58,19.539659762983,149.23396386405
