PERMNO,date,PRC,RETX,sprtrn
86580,20160920,63.09000,-0.009109,0.000299
86580,20160921,64.86000,0.028055,0.010917
86580,20160922,65.02000,0.002467,0.006500
86580,20160923,64.95000,-0.001077,-0.005737
86580,20160926,64.34000,-0.009392,-0.008588
86580,20160927,66.54000,0.034193,0.006444
86580,20160928,66.78000,0.003607,0.005296
86580,20160929,67.40000,0.009284,-0.009321
86580,20160930,68.52000,0.016617,0.007968
86580,20161003,68.45000,-0.001022,-0.003261
86580,20161004,68.30000,-0.002191,-0.004956
86580,20161005,68.23000,-0.001025,0.004297
86580,20161006,67.34000,-0.013044,0.000482
86580,20161007,66.85000,-0.007276,-0.003253
86580,20161010,67.10000,0.003740,0.004606
86580,20161011,66.13000,-0.014456,-0.012447
86580,20161012,66.43000,0.004537,0.001147
86580,20161013,65.35000,-0.016258,-0.003099
86580,20161014,65.99000,0.009793,0.000202
86580,20161017,65.61000,-0.005758,-0.003038
86580,20161018,66.61000,0.015242,0.006160
86580,20161019,66.47000,-0.002102,0.002192
86580,20161020,67.73000,0.018956,-0.001376
86580,20161021,67.54000,-0.002805,-0.000084
86580,20161024,70.71000,0.046935,0.004750
86580,20161025,71.87000,0.016405,-0.003798
86580,20161026,72.16000,0.004035,-0.001740
86580,20161027,70.68000,-0.020510,-0.002987
86580,20161028,70.56000,-0.001698,-0.003108
86580,20161031,71.16000,0.008503,-0.000122
86580,20161101,69.05000,-0.029651,-0.006787
86580,20161102,68.76000,-0.004200,-0.006525
86580,20161103,67.96000,-0.011635,-0.004423
86580,20161104,67.57000,-0.005739,-0.001666
86580,20161107,71.27000,0.054758,0.022224
86580,20161108,71.16000,-0.001543,0.003772
86580,20161109,69.96000,-0.016863,0.011077
86580,20161110,67.77000,-0.031304,0.001951
86580,20161111,87.97000,0.298067,-0.001398
86580,20161114,83.64000,-0.049221,-0.000116
86580,20161115,86.19000,0.030488,0.007481
86580,20161116,91.63000,0.063116,-0.001582
86580,20161117,92.39000,0.008294,0.004676
86580,20161118,93.36000,0.010499,-0.002387
86580,20161121,92.98000,-0.004070,0.007461
86580,20161122,93.65000,0.007206,0.002165
86580,20161123,93.97000,0.003417,0.000808
86580,20161125,94.16000,0.002022,0.003914
86580,20161128,94.11000,-0.000531,-0.005254
86580,20161129,93.25000,-0.009138,0.001335
86580,20161130,92.20000,-0.011260,-0.002653
86580,20161201,87.64000,-0.049458,-0.003516
86580,20161202,88.45000,0.009242,0.000397
86580,20161205,91.88000,0.038779,0.005821
86580,20161206,93.39000,0.016435,0.003411
86580,20161207,95.07000,0.017989,0.013163
86580,20161208,93.48000,-0.016724,0.002159
86580,20161209,91.82000,-0.017758,0.005939
86580,20161212,89.59000,-0.024287,-0.001137
86580,20161213,91.17000,0.017636,0.006540
86580,20161214,96.45000,0.057914,-0.008117
86580,20161215,98.71000,0.023432,0.003883
86580,20161216,100.41000,0.017222,-0.001751
