,ask,bid,change,contractSize,contractSymbol,currency,expiration,impliedVolatility,inTheMoney,lastPrice,lastTradeDate,openInterest,percentChange,strike,volume
0,0.1,0.01,0.0,REGULAR,AMZN180921P00480000,USD,1537488000,0.7656273437500001,False,0.07,1528401017,468,0.0,480.0,2
1,0.66,0.0,-0.65999997,REGULAR,AMZN180921P00490000,USD,1537488000,0.8793957373046875,False,0.15,1524854344,113,-81.481476,490.0,1
2,0.69,0.0,0.0,REGULAR,AMZN180921P00500000,USD,1537488000,0.8696302099609375,False,0.3,1525884048,125,0.0,500.0,1
3,0.96,0.0,0.0,REGULAR,AMZN180921P00520000,USD,1537488000,0.8713391772460937,False,0.23,1523468798,175,0.0,520.0,1
4,0.57,0.0,0.0,REGULAR,AMZN180921P00540000,USD,1537488000,0.8017597949218749,False,0.09,1525890142,217,0.0,540.0,10
5,0.23,0.0,-0.53,REGULAR,AMZN180921P00560000,USD,1537488000,0.71679970703125,False,0.1,1527875381,58,-84.126976,560.0,5
6,0.1,0.0,0.0,REGULAR,AMZN180921P00580000,USD,1537488000,0.65039412109375,False,0.05,1529081324,55,0.0,580.0,45
7,0.18,0.05,0.0,REGULAR,AMZN180921P00600000,USD,1537488000,0.6738313867187502,False,0.05,1529001247,447,0.0,600.0,1
8,0.18,0.0,0.0,REGULAR,AMZN180921P00620000,USD,1537488000,0.64062859375,False,0.15,1527604186,1031,0.0,620.0,5
9,0.58,0.0,0.049999997,REGULAR,AMZN180921P00640000,USD,1537488000,0.6899445068359377,False,0.25,1525448082,39,24.999998,640.0,1
10,0.2,0.0,-2.04,REGULAR,AMZN180921P00650000,USD,1537488000,0.6171913281250001,False,0.22,1526662984,185,-90.26548,650.0,1
11,0.18,0.09,0.0,REGULAR,AMZN180921P00660000,USD,1537488000,0.624027197265625,False,0.2,1527606758,142,0.0,660.0,21
12,0.76,0.0,0.00999999,REGULAR,AMZN180921P00670000,USD,1537488000,0.6772493212890626,False,0.7,1520628954,107,1.449274,670.0,10
13,0.79,0.0,0.0,REGULAR,AMZN180921P00680000,USD,1537488000,0.6699251757812501,False,2.75,1522694407,120,0.0,680.0,6
14,2.25,1.32,0.1500001,REGULAR,AMZN180921P00690000,USD,1537488000,0.7866232275390624,False,2.2,1522861294,175,7.317078,690.0,24
15,0.24,0.1,-0.030000001,REGULAR,AMZN180921P00700000,USD,1537488000,0.5996133789062501,False,0.2,1527874420,274,-13.043478,700.0,10
16,1.88,1.03,-0.75,REGULAR,AMZN180921P00710000,USD,1537488000,0.7434107690429688,False,1.5,1519655412,28,-33.333336,710.0,2
17,0.87,0.04,0.0,REGULAR,AMZN180921P00720000,USD,1537488000,0.6398961791992188,False,1.25,1524757694,51,0.0,720.0,1
18,1.86,0.59,-0.76999986,REGULAR,AMZN180921P00730000,USD,1537488000,0.7060576269531251,False,1.35,1523632699,54,-36.320747,730.0,1
19,0.85,0.14,0.0,REGULAR,AMZN180921P00740000,USD,1537488000,0.6264685791015626,False,1.14,1524495706,26,0.0,740.0,2
20,0.37,0.0,0.0,REGULAR,AMZN180921P00750000,USD,1537488000,0.559574716796875,False,0.26,1528207178,432,0.0,750.0,3
21,0.76,0.0,0.0,REGULAR,AMZN180921P00760000,USD,1537488000,0.5913126806640626,False,0.47,1525977157,150,0.0,760.0,2
22,3.55,2.73,0.0,REGULAR,AMZN180921P00770000,USD,1537488000,0.7570825073242189,False,4.0,1522779085,103,0.0,770.0,37
23,0.42,0.0,0.0,REGULAR,AMZN180921P00780000,USD,1537488000,0.5410202148437502,False,0.24,1528138595,4067,0.0,780.0,6
24,0.44,0.0,0.0,REGULAR,AMZN180921P00790000,USD,1537488000,0.5351608984375,False,0.27,1528138166,178,0.0,790.0,26
25,0.3,0.15,0.0,REGULAR,AMZN180921P00800000,USD,1537488000,0.5278367529296876,False,0.27,1528742182,3457,0.0,800.0,6
26,1.13,0.37,0.0,REGULAR,AMZN180921P00810000,USD,1537488000,0.5898478515625001,False,0.99,1525100512,82,0.0,810.0,1
27,0.36,0.0,-0.07000001,REGULAR,AMZN180921P00820000,USD,1537488000,0.5009815527343751,False,0.23,1528905167,208,-23.333336,820.0,8
28,0.55,0.0,0.0,REGULAR,AMZN180921P00830000,USD,1537488000,0.5139208764648437,False,0.35,1528140908,161,0.0,830.0,10
29,0.57,0.0,0.0,REGULAR,AMZN180921P00840000,USD,1537488000,0.507817421875,False,0.33,1528138595,407,0.0,840.0,4
30,0.61,0.0,0.0,REGULAR,AMZN180921P00850000,USD,1537488000,0.5031787963867188,False,0.4,1528228184,557,0.0,850.0,1
31,0.79,0.11,-0.36,REGULAR,AMZN180921P00860000,USD,1537488000,0.5158739819335938,False,0.45,1528485135,153,-44.444447,860.0,1
32,6.25,5.45,0.0,REGULAR,AMZN180921P00865000,USD,1537488000,0.7276333389282227,False,9.15,1522766544,96,0.0,865.0,3
33,0.67,0.0,0.0,REGULAR,AMZN180921P00870000,USD,1537488000,0.5307664111328125,False,0.5,1528305113,266,0.0,870.0,40
34,0.7,0.25,0.0,REGULAR,AMZN180921P00880000,USD,1537488000,0.5026905200195313,False,0.26,1529002329,456,0.0,880.0,4
35,0.73,0.01,0.030000001,REGULAR,AMZN180921P00900000,USD,1537488000,0.5112353564453125,False,0.38,1529092709,657,8.571429,900.0,1
36,0.68,0.23,0.049999982,REGULAR,AMZN180921P00920000,USD,1537488000,0.4910939562988281,False,0.51,1528898816,258,10.869561,920.0,2
37,0.71,0.34,0.0,REGULAR,AMZN180921P00940000,USD,1537488000,0.4779104943847656,False,0.71,1528135063,519,0.0,940.0,1
38,0.98,0.46,0.0,REGULAR,AMZN180921P00960000,USD,1537488000,0.4809622216796875,False,0.66,1528227444,1910,0.0,960.0,4
39,0.88,0.38,-0.110000014,REGULAR,AMZN180921P00980000,USD,1537488000,0.4592339233398438,False,0.7,1528918506,1803,-13.580249,980.0,5
40,0.89,0.46,0.0,REGULAR,AMZN180921P01000000,USD,1537488000,0.44470770141601557,False,0.81,1529001256,944,0.0,1000.0,9
41,1.06,0.48,0.0,REGULAR,AMZN180921P01020000,USD,1537488000,0.43945873046875,False,0.79,1529002165,259,0.0,1020.0,1
42,1.13,0.68,0.0,REGULAR,AMZN180921P01040000,USD,1537488000,0.42810630493164065,False,1.1,1528831973,206,0.0,1040.0,2
43,1.3,0.86,-0.049999952,REGULAR,AMZN180921P01060000,USD,1537488000,0.4212094012451172,False,1.1,1529073378,389,-4.347822,1060.0,1
44,1.52,1.1,0.0,REGULAR,AMZN180921P01080000,USD,1537488000,0.41535008483886715,False,1.19,1529002165,373,0.0,1080.0,1
45,1.53,1.06,-0.18000007,REGULAR,AMZN180921P01100000,USD,1537488000,0.4010069665527344,False,1.29,1529071064,338,-12.244903,1100.0,1
46,1.64,1.29,-0.110000014,REGULAR,AMZN180921P01120000,USD,1537488000,0.39038695556640624,False,1.59,1528902210,308,-6.4705887,1120.0,2
47,1.83,1.54,-0.24999988,REGULAR,AMZN180921P01140000,USD,1537488000,0.3820862573242187,False,1.85,1528896852,208,-11.904757,1140.0,5
48,1.99,1.38,0.0,REGULAR,AMZN180921P01160000,USD,1537488000,0.3723817645263672,False,1.78,1529005686,318,0.0,1160.0,5
49,2.22,1.53,0.0,REGULAR,AMZN180921P01180000,USD,1537488000,0.3642031353759766,False,1.9,1529005853,378,0.0,1180.0,1
50,2.42,1.79,0.22000003,REGULAR,AMZN180921P01200000,USD,1537488000,0.35477329803466784,False,2.4,1529089128,1751,10.091744,1200.0,3
51,3.05,2.39,-0.97,REGULAR,AMZN180921P01220000,USD,1537488000,0.35388829711914055,False,2.58,1529070765,301,-27.323944,1220.0,1
52,3.35,2.52,0.0,REGULAR,AMZN180921P01240000,USD,1537488000,0.34497725341796875,False,3.0,1529003468,496,0.0,1240.0,2
53,3.8,3.35,0.0,REGULAR,AMZN180921P01260000,USD,1537488000,0.33804983245849607,False,4.15,1528739826,197,0.0,1260.0,3
