caldt,vwretd,totval,spindx
20020729,0.054307,8201626210.00,898.96
20020730,0.004327,8236605750.00,902.78
20020731,0.009920,8318980140.00,911.62
20020801,-0.029658,8070945210.00,884.66
20020802,-0.022838,7886808070.00,864.24
20020805,-0.034300,7616006350.00,834.60
20020806,0.029969,7844220450.00,859.57
20020807,0.020293,8002002940.00,876.77
20020808,0.032876,8264853410.00,905.46
20020809,0.003703,8293478630.00,908.64
20020812,-0.005184,8250277870.00,903.80
20020813,-0.021696,8070544130.00,884.21
20020814,0.040437,8395202230.00,919.62
20020815,0.011664,8492187560.00,930.25
20020816,-0.001583,8477831380.00,928.77
20020819,0.023686,8678538700.00,950.72
20020820,-0.013976,8557212670.00,937.43
20020821,0.012840,8663849910.00,949.36
20020822,0.014268,8786789020.00,962.70
20020823,-0.022789,8586109980.00,940.86
20020826,0.007781,8652916420.00,947.95
20020827,-0.013999,8531716040.00,934.82
20020828,-0.018013,8376600540.00,917.87
20020829,-0.000033,8375613060.00,917.80
20020830,-0.001847,8351792090.00,916.07
20020903,-0.041685,8004197690.00,878.02
20020904,0.017916,8150112260.00,893.40
20020905,-0.015934,8019871590.00,879.15
20020906,0.016837,8154470720.00,893.92
20020909,0.010296,8237492470.00,902.96
20020910,0.007358,8297666340.00,909.58
20020911,0.000052,8296749210.00,909.45
20020912,-0.024614,8090672960.00,886.91
20020913,0.003234,8116737440.00,889.81
20020916,0.001572,8129222530.00,891.10
20020917,-0.019903,7967383420.00,873.52
20020918,-0.004449,7931257390.00,869.46
20020919,-0.030240,7691253290.00,843.32
20020920,0.002421,7709843380.00,845.39
20020923,-0.013856,7602962630.00,833.70
20020924,-0.017242,7471771610.00,819.29
20020925,0.025197,7658167490.00,839.66
20020926,0.018286,7797007590.00,854.95
20020927,-0.032400,7543578060.00,827.37
20020930,-0.014676,7430543820.00,815.29
20021001,0.040142,7727272210.00,847.91
20021002,-0.023463,7544237920.00,827.91
20021003,-0.010939,7461536670.00,818.95
20021004,-0.022356,7295910070.00,800.58
20021007,-0.018998,7157299470.00,785.28
20021008,0.017385,7278833780.00,798.55
20021009,-0.027320,7079295590.00,776.76
20021010,0.035139,7327288880.00,803.92
20021011,0.039184,7614401620.00,835.32
20021014,0.007451,7671128020.00,841.44
20021015,0.047306,8033994880.00,881.27
20021016,-0.023981,7840633390.00,860.02
20021017,0.022417,8016285170.00,879.20
20021018,0.005950,8063965460.00,884.39
20021021,0.017300,8203473670.00,899.72
20021022,-0.010559,8116840610.00,890.16
20021023,0.006710,8171147950.00,896.14
20021024,-0.015268,8046297540.00,882.50
20021025,0.017164,8183938450.00,897.65
20021028,-0.008141,8117311810.00,890.23
20021029,-0.008896,8044283650.00,882.15
20021030,0.009984,8123214180.00,890.71
20021031,-0.005451,8075998860.00,885.76
20021101,0.017241,8214582180.00,900.96
20021104,0.008064,8280710610.00,908.34
20021105,0.007853,8345465810.00,915.39
20021106,0.009268,8420954560.00,923.76
20021107,-0.022657,8228306530.00,902.65
20021108,-0.008776,8155512060.00,894.74
20021111,-0.020847,7985526750.00,876.19
20021112,0.007818,8047638300.00,882.95
20021113,-0.000251,8042797260.00,882.53
20021114,0.024892,8241982100.00,904.27
20021115,0.006208,8292486260.00,909.83
20021118,-0.010388,8206190560.00,900.36
20021119,-0.003942,8155457630.00,896.74
20021120,0.019632,8315183310.00,914.15
20021121,0.021612,8494503020.00,933.76
20021122,-0.003658,8463719920.00,930.55
20021125,0.002631,8485856580.00,932.88
20021126,-0.020650,8308917350.00,913.31
20021127,0.028154,8542134220.00,938.87
20021129,-0.002801,8512867790.00,936.31
20021202,-0.001923,8496452290.00,934.53
20021203,-0.014582,8372414570.00,920.75
20021204,-0.003214,8342759110.00,917.57
20021205,-0.012100,8241467020.00,906.55
20021206,0.006233,8292654850.00,912.23
20021209,-0.022088,8109290420.00,892.00
20021210,0.014090,8223363620.00,904.45
20021211,0.000761,8227831830.00,904.96
20021212,-0.003809,8201721430.00,901.59
20021213,-0.013341,8091344840.00,889.48
20021216,0.023527,8281368330.00,910.40
20021217,-0.008152,8213695840.00,902.99
20021218,-0.013111,8105318330.00,891.12
20021219,-0.007509,8042811780.00,884.25
20021220,0.013063,8147808050.00,895.75
20021223,0.001769,8160884780.00,897.38
20021224,-0.005496,8115964560.00,892.47
20021226,-0.003133,8090540140.00,889.66
20021227,-0.015639,7961053790.00,875.40
20021230,0.004597,7997429980.00,879.39
20021231,0.000696,8002801760.00,879.82
20030102,0.033246,8268036430.00,909.03
20030103,-0.000367,8265774500.00,908.59
20030106,0.022472,8451537350.00,929.01
20030107,-0.006533,8395784950.00,922.93
20030108,-0.013812,8277112900.00,909.93
20030109,0.019380,8437203260.00,927.58
20030110,-0.000159,8435865710.00,927.57
20030113,-0.001301,8417569470.00,926.26
20030114,0.005722,8472749370.00,931.66
20030115,-0.014373,8349609060.00,918.22
20030116,-0.003915,8316797740.00,914.60
20030117,-0.013969,8200608010.00,901.78
20030121,-0.015645,8072283410.00,887.62
20030122,-0.010349,7987933840.00,878.36
20030123,0.009972,8067554850.00,887.34
20030124,-0.029159,7831288930.00,861.40
20030127,-0.016181,7704559090.00,847.48
20030128,0.012975,7804527980.00,858.54
20030129,0.006993,7857619820.00,864.36
20030130,-0.022557,7678809170.00,844.61
20030131,0.013113,7782234040.00,855.70
20030203,0.005461,7824672720.00,860.32
20030204,-0.013943,7715508960.00,848.20
20030205,-0.005392,7672249280.00,843.59
20030206,-0.006321,7621467900.00,838.15
20030207,-0.009932,7545686520.00,829.69
20030210,0.007597,7602773730.00,835.97
20030211,-0.008036,7541374230.00,829.20
20030212,-0.012230,7446378550.00,818.68
20030213,-0.001520,7434279720.00,817.37
20030214,0.021282,7592455200.00,834.89
20030218,0.019581,7740432250.00,851.17
20030219,-0.006785,7685928550.00,845.13
20030220,-0.009393,7613422680.00,837.10
20030221,0.013112,7709710880.00,848.17
20030224,-0.018206,7573400810.00,832.58
20030225,0.007138,7627436590.00,838.57
20030226,-0.012801,7526586360.00,827.55
20030227,0.011728,7613886070.00,837.28
20030228,0.004509,7648226810.00,841.15
20030303,-0.007534,7590556400.00,834.81
20030304,-0.015318,7474223590.00,821.99
20030305,0.009855,7545383540.00,829.85
20030306,-0.009021,7476678770.00,822.10
20030307,0.008279,7538324410.00,828.89
20030310,-0.025728,7344216990.00,807.48
20030311,-0.008296,7283154380.00,800.73
20030312,0.004763,7314767920.00,804.19
20030313,0.034451,7566448880.00,831.90
20030314,0.001537,7581495930.00,833.27
20030317,0.035568,7850877570.00,862.79
20030318,0.004350,7885303700.00,866.45
20030319,0.008761,7952397670.00,874.02
20030320,0.002012,7968210570.00,875.67
20030321,0.023012,8154843950.00,895.79
20030324,-0.035073,7868790620.00,864.23
20030325,0.012110,7964122700.00,874.74
20030326,-0.005364,7920686160.00,869.95
20030327,-0.001528,7907364380.00,868.52
20030328,-0.005695,7862446510.00,863.50
20030331,-0.017780,7724580080.00,848.18
20030401,0.012179,7818461080.00,858.48
20030402,0.026384,8023256900.00,880.90
20030403,-0.005007,7982948230.00,876.45
20030404,0.002644,8004026380.00,878.85
20030407,0.001289,8014146570.00,879.93
20030408,-0.001538,7998941310.00,878.29
20030409,-0.013950,7886414080.00,865.99
20030410,0.006378,7936711730.00,871.58
20030411,-0.003608,7907564950.00,868.30
20030414,0.019493,8061608830.00,885.23
20030415,0.006465,8113054350.00,890.81
20030416,-0.012190,7959295720.00,879.91
20030417,0.015607,8083567190.00,893.58
20030421,-0.001818,8068524610.00,892.01
20030422,0.021682,8243462130.00,911.37
20030423,0.008705,8315031260.00,919.02
20030424,-0.008316,8245869800.00,911.43
20030425,-0.013862,8130207460.00,898.81
20030428,0.018076,8279645800.00,914.84
20030429,0.003350,8306954170.00,917.84
20030430,-0.000962,8357157480.00,916.92
20030501,-0.000452,8352049100.00,916.30
20030502,0.015234,8479239750.00,930.08
20030505,-0.003538,8448951130.00,926.55
20030506,0.008504,8520778890.00,934.39
20030507,-0.005106,8475960740.00,929.62
20030508,-0.009991,8391134700.00,920.27
20030509,0.014479,8510573990.00,933.41
20030512,0.012629,8617914220.00,945.11
20030513,-0.002764,8592854550.00,942.30
20030514,-0.002883,8565654200.00,939.28
20030515,0.007774,8631342150.00,946.67
20030516,-0.002362,8610004860.00,944.30
20030519,-0.024943,8395071680.00,920.77
20030520,-0.001140,8385469770.00,919.73
20030521,0.004004,8418273470.00,923.42
20030522,0.009243,8496080570.00,931.87
20030523,0.001544,8509159050.00,933.22
20030527,0.019697,8676764420.00,951.48
20030528,0.002053,8693263710.00,953.22
20030529,-0.003851,8659132620.00,949.64
20030530,0.014925,8774327730.00,963.59
20030602,0.003332,8803287710.00,967.00
20030603,0.004840,8845836610.00,971.56
20030604,0.015265,8978273330.00,986.24
20030605,0.004117,9014661360.00,990.14
20030606,-0.002472,8991877510.00,987.76
20030609,-0.011825,8885362400.00,975.93
20030610,0.009157,8966575950.00,984.84
20030611,0.013183,9081737150.00,997.48
20030612,0.000975,9090191320.00,998.51
20030613,-0.010008,8999118290.00,988.61
20030616,0.022413,9200737770.00,1010.74
20030617,0.001095,9210789950.00,1011.66
20030618,-0.001437,9196863960.00,1010.09
20030619,-0.015104,9057815250.00,994.70
20030620,0.001001,9066804130.00,995.69
20030623,-0.014234,8937663580.00,981.64
20030624,0.001990,8955433490.00,983.44
20030625,-0.008161,8882348050.00,975.31
20030626,0.010949,8976138500.00,985.82
20030627,-0.009802,8887693830.00,976.22
20030630,-0.001559,8877396860.00,974.50
20030701,0.008154,8948178870.00,982.32
20030702,0.011611,9054811550.00,993.76
20030703,-0.007889,8983379820.00,985.70
20030707,0.018744,9151597960.00,1004.42
20030708,0.003558,9180992690.00,1007.84
20030709,-0.005333,9131150140.00,1002.21
20030710,-0.013370,9009042900.00,988.70
20030711,0.009603,9095038090.00,998.14
20030714,0.006048,9149963500.00,1003.86
20030715,-0.003806,9114332060.00,1000.42
20030716,-0.006115,9058444900.00,994.00
20030717,-0.012320,8951557680.00,981.73
20030718,0.011728,9056668130.00,993.32
20030721,-0.014638,8924151620.00,978.80
20030722,0.009655,9010318270.00,988.11
20030723,0.000771,9017116850.00,988.61
20030724,-0.007269,8951550240.00,981.60
20030725,0.017468,9107520120.00,998.68
20030728,-0.002175,9087707160.00,996.52
20030729,-0.007285,9020114430.00,989.28
20030730,-0.001563,9004813080.00,987.49
20030731,0.003175,9032998370.00,990.31
20030801,-0.010252,8940291420.00,980.15
20030804,0.002728,8964599340.00,982.82
20030805,-0.017644,8806128910.00,965.46
20030806,0.001924,8821613390.00,967.08
20030807,0.007343,8886029160.00,974.12
20030808,0.003572,8917666720.00,977.59
20030811,0.003208,8944051860.00,980.59
20030812,0.010111,9034346690.00,990.35
20030813,-0.006115,8975696290.00,984.03
20030814,0.006488,9033854910.00,990.51
20030815,0.000418,9038680250.00,990.67
20030818,0.009330,9122583480.00,999.74
20030819,0.002735,9147390540.00,1002.35
20030820,-0.002009,9127551320.00,1000.30
20030821,0.003015,9154704550.00,1003.27
20030822,-0.010190,9061365090.00,993.06
20030825,0.000658,9067298430.00,993.71
20030826,0.002993,9094397920.00,996.73
20030827,0.000334,9095855160.00,996.79
20030828,0.006119,9150977990.00,1002.84
20030829,0.005270,9202045440.00,1008.01
20030902,0.013941,9330117580.00,1021.99
20030903,0.004405,9368514100.00,1026.27
20030904,0.001619,9383351570.00,1027.97
20030905,-0.006311,9323980070.00,1021.39
20030908,0.010195,9417590670.00,1031.64
20030909,-0.008490,9337588720.00,1023.17
20030910,-0.011686,9227726490.00,1010.92
20030911,0.005713,9277669860.00,1016.42
20030912,0.002236,9298472910.00,1018.63
20030915,-0.003640,9264369210.00,1014.81
20030916,0.014114,9395126680.00,1029.32
20030917,-0.003231,9364460860.00,1025.97
20030918,0.013328,9489160240.00,1039.58
20030919,-0.002951,9461003550.00,1036.30
20030922,-0.013256,9335549950.00,1022.82
20030923,0.005983,9391360880.00,1029.03
20030924,-0.018881,9213977570.00,1009.38
20030925,-0.005729,9159284400.00,1003.27
20030926,-0.006390,9104495230.00,996.85
20030929,0.009571,9191448860.00,1006.58
20030930,-0.010382,9132049160.00,995.97
20031001,0.022056,9332606770.00,1018.22
20031002,0.002432,9354116060.00,1020.24
20031003,0.009290,9441139250.00,1029.85
20031006,0.004461,9483256860.00,1034.35
20031007,0.004694,9528915470.00,1039.25
20031008,-0.004692,9480631680.00,1033.78
20031009,0.004844,9526560190.00,1038.73
20031010,-0.000769,9518494850.00,1038.06
20031013,0.006812,9583335900.00,1045.35
20031014,0.003898,9620719080.00,1049.48
20031015,-0.002594,9593821790.00,1046.76
20031016,0.003124,9623568890.00,1050.07
20031017,-0.010132,9526072260.00,1039.32
20031020,0.005171,9575311180.00,1044.68
20031021,0.001332,9589365470.00,1046.03
20031022,-0.014800,9446555300.00,1030.36
20031023,0.003225,9476885760.00,1033.77
20031024,-0.004808,9430751050.00,1028.91
20031027,0.002041,9449996440.00,1031.13
20031028,0.015162,9593223410.00,1046.79
20031029,0.001575,9606526740.00,1048.11
20031030,-0.000914,9595187390.00,1046.94
20031031,0.003390,9627940830.00,1050.71
20031103,0.008194,9707655640.00,1059.02
20031104,-0.005461,9654528720.00,1053.25
20031105,-0.001016,9642871280.00,1051.81
20031106,0.005769,9699460060.00,1058.05
20031107,-0.004391,9654780610.00,1053.21
20031110,-0.005751,9598565270.00,1047.11
20031111,-0.000464,9593925860.00,1046.57
20031112,0.011811,9703658860.00,1058.56
20031113,-0.000040,9708588740.00,1058.41
20031114,-0.007441,9634592220.00,1050.35
20031117,-0.006666,9570275200.00,1043.63
20031118,-0.008659,9487040140.00,1034.15
20031119,0.008253,9564566180.00,1042.44
20031120,-0.008429,9483763370.00,1033.65
20031121,0.001325,9495892340.00,1035.28
20031124,0.015991,9647661600.00,1052.08
20031125,0.002153,9667402640.00,1053.89
20031126,0.004292,9707247560.00,1058.45
20031128,0.000257,9705385380.00,1058.20
20031201,0.010864,9810595020.00,1070.12
20031202,-0.003141,9779496190.00,1066.62
20031203,-0.001255,9764494620.00,1064.73
20031204,0.004582,9808614580.00,1069.72
20031205,-0.007591,9734029360.00,1061.50
20031208,0.006946,9801110860.00,1069.30
20031209,-0.008243,9720274040.00,1060.18
20031210,-0.000868,9710022680.00,1059.05
20031211,0.011753,9823053200.00,1071.21
20031212,0.002678,9849352340.00,1074.14
20031215,-0.005515,9794700490.00,1068.04
20031216,0.006368,9857008950.00,1075.13
20031217,0.001538,9871139680.00,1076.48
20031218,0.012038,9988449230.00,1089.18
20031219,-0.000488,9984967190.00,1088.67
20031222,0.003851,10023406500.00,1092.94
20031223,0.002831,10051719700.00,1096.02
20031224,-0.001779,10033836100.00,1094.04
20031226,0.001659,10049341700.00,1095.89
20031229,0.012699,10172989100.00,1109.48
20031230,0.000058,10172351600.00,1109.64
20031231,0.001977,10156561300.00,1111.92
20040102,-0.002718,10127443200.00,1108.48
20040105,0.012364,10252609400.00,1122.22
20040106,0.001528,10267793000.00,1123.67
20040107,0.002585,10291658300.00,1126.33
20040108,0.004679,10339371700.00,1131.92
20040109,-0.008475,10251747900.00,1121.86
20040112,0.004793,10300607300.00,1127.23
20040113,-0.005393,10244595300.00,1121.22
20040114,0.008278,10329088700.00,1130.52
20040115,0.001495,10344462300.00,1132.05
20040116,0.006694,10413861500.00,1139.83
20040120,-0.000525,10408367600.00,1138.77
20040121,0.007649,10487223900.00,1147.62
20040122,-0.003036,10455231200.00,1143.94
20040123,-0.002351,10429982900.00,1141.55
20040126,0.012178,10556997400.00,1155.37
20040127,-0.009621,10455374600.00,1144.05
20040128,-0.013277,10314877100.00,1128.48
20040129,0.005016,10363945700.00,1134.11
20040130,-0.002478,10338496000.00,1131.13
20040202,0.003640,10375497400.00,1135.26
20040203,0.000614,10381814100.00,1136.03
20040204,-0.008127,10295801600.00,1126.52
20040205,0.002054,10316674100.00,1128.59
20040206,0.012434,10444457800.00,1142.76
20040209,-0.002286,10418514900.00,1139.81
20040210,0.004840,10468720800.00,1145.54
20040211,0.011368,10583824500.00,1157.76
20040212,-0.004601,10534117700.00,1152.11
20040213,-0.005269,10477622600.00,1145.81
20040217,0.009678,10579093800.00,1156.99
20040218,-0.004407,10531030400.00,1151.82
20040219,-0.003957,10489003000.00,1147.06
20040220,-0.002500,10462561700.00,1144.11
20040223,-0.002870,10432289200.00,1140.99
20040224,-0.001514,10416502400.00,1139.09
20040225,0.004260,10459585900.00,1143.67
20040226,0.001237,10469526700.00,1144.91
20040227,-0.000023,10494719800.00,1144.94
20040301,0.009762,10597072200.00,1155.96
20040302,-0.005752,10535958300.00,1149.10
20040303,0.001919,10553304900.00,1151.04
20040304,0.003157,10586360100.00,1154.88
20040305,0.001926,10606946700.00,1156.87
20040308,-0.008260,10518573000.00,1147.21
20040309,-0.005721,10458104800.00,1140.58
20040310,-0.014679,10303618900.00,1123.89
20040311,-0.014918,10146935900.00,1106.78
20040312,0.012322,10271913600.00,1120.57
20040315,-0.014230,10125583400.00,1104.49
20040316,0.005730,10183402500.00,1110.70
20040317,0.011729,10301962600.00,1123.75
20040318,-0.001203,10289411000.00,1122.32
20040319,-0.011200,10174843700.00,1109.78
20040322,-0.013048,10041955000.00,1095.40
20040323,-0.001156,10030347700.00,1093.95
20040324,-0.002434,10005892200.00,1091.33
20040325,0.016205,10175880700.00,1109.19
20040326,-0.000815,10166539000.00,1108.06
20040329,0.013132,10298251500.00,1122.47
20040330,0.004022,10339450500.00,1127.00
20040331,-0.000659,10352709700.00,1126.21
20040401,0.005424,10410716100.00,1132.17
20040402,0.008512,10514763400.00,1141.81
20040405,0.007584,10594493500.00,1150.57
20040406,-0.001835,10571751300.00,1148.16
20040407,-0.006451,10536370100.00,1140.53
20040408,-0.001078,10525011300.00,1139.32
20040412,0.005075,10578682900.00,1145.20
20040413,-0.013717,10433087500.00,1129.44
20040414,-0.001355,10418650800.00,1128.17
20040415,0.000772,10426978500.00,1128.84
20040416,0.005128,10480085500.00,1134.61
20040419,0.000979,10490409400.00,1135.82
20040420,-0.015488,10327999000.00,1118.15
20040421,0.005400,10383062600.00,1124.09
20040422,0.014153,10529479800.00,1139.93
20040423,0.000457,10541269900.00,1140.60
20040426,-0.004327,10495641300.00,1135.53
20040427,0.002277,10519544000.00,1138.11
20040428,-0.013860,10372219000.00,1122.41
20040429,-0.007203,10290151600.00,1113.89
20040430,-0.005701,10225312000.00,1107.30
20040503,0.009065,10317709700.00,1117.49
20040504,0.001954,10337731700.00,1119.55
20040505,0.001962,10356477600.00,1121.53
20040506,-0.006614,10286920000.00,1113.99
20040507,-0.013799,10144981600.00,1098.70
20040510,-0.010450,10038599100.00,1087.12
20040511,0.007734,10114090900.00,1095.45
20040512,0.002160,10132593100.00,1097.28
20040513,-0.000728,10124467500.00,1096.44
20040514,-0.000652,10116912700.00,1095.70
20040517,-0.010458,10010956800.00,1084.10
20040518,0.006922,10079945400.00,1091.49
20040519,-0.002406,10054024800.00,1088.68
20040520,0.000429,10058130200.00,1089.19
20040521,0.004089,10098538300.00,1093.56
20040524,0.001645,10115080600.00,1095.41
20040525,0.016007,10276956200.00,1113.05
20040526,0.001853,10294532200.00,1114.94
20040527,0.005851,10353609000.00,1121.28
20040528,-0.000495,10345264300.00,1120.68
20040601,0.000453,10349943100.00,1121.20
20040602,0.003755,10385515900.00,1124.99
20040603,-0.007405,10308420800.00,1116.64
20040604,0.005301,10362929100.00,1122.50
20040607,0.015999,10528267300.00,1140.42
20040608,0.001497,10543191700.00,1142.18
20040609,-0.009407,10443233600.00,1131.33
20040610,0.004535,10490267700.00,1136.47
20040614,-0.009595,10386894700.00,1125.29
20040615,0.006175,10450857400.00,1132.01
20040616,0.001322,10464441300.00,1133.56
20040617,-0.001251,10451250600.00,1132.05
20040618,0.002568,10478065600.00,1135.02
20040621,-0.004012,10435965400.00,1130.30
20040622,0.003691,10474274700.00,1134.41
20040623,0.008492,10563116400.00,1144.06
20040624,-0.002716,10532200500.00,1140.65
20040625,-0.004353,10485124100.00,1134.43
20040628,-0.002032,10462086600.00,1133.35
20040629,0.002597,10489049000.00,1136.20
20040630,0.004081,10514279400.00,1140.84
20040701,-0.010314,10422289900.00,1128.94
20040702,-0.003150,10389136300.00,1125.38
20040706,-0.008059,10305406100.00,1116.21
20040707,0.002064,10324061800.00,1118.33
20040708,-0.008176,10239042800.00,1109.11
20040709,0.003360,10272853400.00,1112.81
20040712,0.001347,10286411900.00,1114.35
20040713,0.000891,10295081600.00,1115.14
20040714,-0.003252,10261268800.00,1111.47
20040715,-0.004479,10215307500.00,1106.69
20040716,-0.004617,10168035800.00,1101.39
20040719,-0.000583,10162207900.00,1100.90
20040720,0.007021,10233514600.00,1108.67
20040721,-0.013014,10099474000.00,1093.88
20040722,0.002476,10124320100.00,1096.84
20040723,-0.009586,10027152500.00,1086.20
20040726,-0.001908,10008771300.00,1084.06
20040727,0.009859,10107444100.00,1094.83
20040728,0.000861,10114310200.00,1095.42
20040729,0.004932,10161255900.00,1100.43
20040730,0.001215,10175588400.00,1101.72
20040802,0.004189,10218167800.00,1106.62
20040803,-0.006303,10158986400.00,1099.69
20040804,-0.000739,10149764600.00,1098.63
20040805,-0.016296,9983960270.00,1080.70
20040806,-0.015405,9829603980.00,1063.97
20040809,0.001230,9841401740.00,1065.22
20040810,0.012917,9967749840.00,1079.04
20040811,-0.002377,9938574090.00,1075.79
20040812,-0.011584,9823213340.00,1063.23
20040813,0.001654,9838592460.00,1064.80
20040816,0.013586,9971358390.00,1079.34
20040817,0.002233,9992756270.00,1081.71
20040818,0.012678,10117547600.00,1095.17
20040819,-0.003601,10080895700.00,1091.23
20040820,0.006546,10146850100.00,1098.35
20040823,-0.002431,10121226900.00,1095.68
20040824,0.000513,10126276800.00,1096.19
20040825,0.008058,10207333200.00,1104.96
20040826,0.000099,10208276400.00,1105.09
20040827,0.002605,10233194200.00,1107.77
20040830,-0.007672,10154662900.00,1099.15
20040831,0.004626,10202644100.00,1104.24
20040901,0.001866,10216288600.00,1105.91
20040902,0.011267,10331374100.00,1118.31
20040903,-0.004149,10288735000.00,1113.63
20040907,0.006902,10359267600.00,1121.30
20040908,-0.004320,10312715300.00,1116.27
20040909,0.001967,10331269400.00,1118.38
20040910,0.004951,10382551000.00,1123.92
20040913,0.001872,10399143700.00,1125.82
20040914,0.002343,10423038900.00,1128.33
20040915,-0.007050,10349248800.00,1120.37
20040916,0.002814,10378093300.00,1123.50
20040917,0.004516,10424847600.00,1128.55
20040920,-0.005686,10365552400.00,1122.20
20040921,0.006354,10431299700.00,1129.30
20040922,-0.013820,10286931400.00,1113.56
20040923,-0.004464,10238868100.00,1108.36
20040924,0.001552,10253132200.00,1110.11
20040927,-0.006009,10191458900.00,1103.52
20040928,0.006142,10252290400.00,1110.06
20040929,0.004333,10295706300.00,1114.80
20040930,-0.000249,10285563700.00,1114.58
20041001,0.015042,10453903900.00,1131.50
20041004,0.003450,10488715900.00,1135.17
20041005,-0.000651,10481890500.00,1134.48
20041006,0.007019,10552010100.00,1142.05
20041007,-0.009879,10447098200.00,1130.65
20041008,-0.007454,10369080900.00,1122.14
20041011,0.001978,10389586100.00,1124.39
20041012,-0.002340,10365272500.00,1121.84
20041013,-0.007265,10288870600.00,1113.65
20041014,-0.009290,10193289200.00,1103.29
20041015,0.004392,10237979600.00,1108.20
20041018,0.005151,10290716400.00,1114.02
20041019,-0.009663,10191275500.00,1103.23
20041020,0.000547,10196130300.00,1103.66
20041021,0.002661,10222696500.00,1106.49
20041022,-0.009728,10123216500.00,1095.74
20041025,-0.000867,10114436700.00,1094.81
20041026,0.014720,10263310700.00,1111.09
20041027,0.013171,10364276300.00,1125.40
20041028,0.001992,10381595100.00,1127.44
20041029,0.002484,10400365400.00,1130.20
20041101,0.000382,10411086400.00,1130.51
20041102,0.000100,10412129000.00,1130.54
20041103,0.011265,10527107800.00,1143.20
20041104,0.016264,10697859800.00,1161.67
20041105,0.003980,10742346000.00,1166.17
20041108,-0.001069,10729887600.00,1164.89
20041109,-0.000257,10722912500.00,1164.08
20041110,-0.000856,10712219800.00,1162.91
20041111,0.009059,10809262200.00,1173.48
20041112,0.008980,10905156100.00,1184.17
20041115,0.000014,10871621800.00,1183.81
20041116,-0.006985,10794771800.00,1175.43
20041117,0.005632,10854329500.00,1181.94
20041118,0.001300,10868247300.00,1183.55
20041119,-0.011029,10748224600.00,1170.34
20041122,0.005811,10810515900.00,1177.24
20041123,-0.000215,10807879000.00,1176.94
20041124,0.004204,10852828700.00,1181.76
20041126,0.000820,10860551000.00,1182.65
20041129,-0.003267,10823220200.00,1178.57
20041130,-0.003930,10775860400.00,1173.82
20041201,0.015123,10923453100.00,1191.37
20041202,-0.000894,10913576000.00,1190.33
20041203,0.000744,10921681500.00,1191.17
20041206,-0.000699,10913685000.00,1190.25
20041207,-0.010808,10795422600.00,1177.07
20041208,0.004761,10844351100.00,1182.81
20041209,0.005408,10902580600.00,1189.24
20041210,-0.001076,10890706200.00,1188.00
20041213,0.009072,10988410300.00,1198.68
20041214,0.003944,11031733500.00,1203.38
20041215,0.002063,11055283100.00,1205.72
20041216,-0.002021,11032277600.00,1203.21
20041217,-0.007143,10953409000.00,1194.22
20041220,0.000029,10996477000.00,1194.65
20041221,0.009052,11096706000.00,1205.45
20041222,0.003746,11134324700.00,1209.57
20041223,0.000530,11139041700.00,1210.13
20041227,-0.004327,11090842700.00,1204.92
20041228,0.007054,11168980000.00,1213.54
20041229,0.000177,11168452600.00,1213.45
20041230,0.000114,11169037500.00,1213.55
20041231,-0.001332,11174847000.00,1211.92
20050103,-0.008183,11083347700.00,1202.08
20050104,-0.011433,10955420000.00,1188.05
20050105,-0.003554,10915459400.00,1183.74
20050106,0.003732,10953701000.00,1187.89
20050107,-0.001434,10937920600.00,1186.19
20050110,0.003391,10974873200.00,1190.25
20050111,-0.006016,10908126600.00,1182.99
20050112,0.004448,10955325600.00,1187.70
20050113,-0.008636,10860714000.00,1177.45
20050114,0.006056,10926599700.00,1184.52
20050118,0.009760,11033087700.00,1195.98
20050119,-0.009411,10928580500.00,1184.63
20050120,-0.007726,10843949400.00,1175.41
20050121,-0.006536,10772957400.00,1167.87
20050124,-0.003465,10735505500.00,1163.75
20050125,0.003904,10777709500.00,1168.41
20050126,0.004918,10830405000.00,1174.07
20050127,0.000607,10835979500.00,1174.55
20050128,-0.002654,10803871600.00,1171.36
20050131,0.008530,10893939400.00,1181.27
20050201,0.006962,10968587800.00,1189.41
20050202,0.003312,11003521500.00,1193.19
20050203,-0.002412,10973681500.00,1189.89
20050204,0.011111,11095487200.00,1203.03
20050207,-0.001094,11083138100.00,1201.72
20050208,0.000797,11089646500.00,1202.30
20050209,-0.008406,10993570200.00,1191.99
20050210,0.004295,11040932500.00,1197.01
20050211,0.007176,11117627000.00,1205.30
20050214,0.000858,11125810100.00,1206.14
20050215,0.003244,11160594200.00,1210.12
20050216,0.000143,11160911800.00,1210.34
20050217,-0.007787,11073526000.00,1200.75
20050218,0.000722,11081803700.00,1201.59
20050222,-0.014434,10920880200.00,1184.16
20050223,0.005704,10982377000.00,1190.80
20050224,0.008175,11068575300.00,1200.20
20050225,0.009481,11169776100.00,1211.37
20050228,-0.006486,11090951900.00,1203.60
20050301,0.005575,11153335800.00,1210.41
20050302,0.000169,11151412200.00,1210.08
20050303,0.000380,11155563700.00,1210.47
20050304,0.009668,11263764500.00,1222.12
20050307,0.002533,11291866600.00,1225.31
20050308,-0.004759,11236937300.00,1219.43
20050309,-0.009975,11123761800.00,1207.01
20050310,0.001724,11142811000.00,1209.25
20050311,-0.007113,11060483200.00,1200.08
20050314,0.005530,11125093700.00,1206.83
20050315,-0.007464,11041998800.00,1197.75
20050316,-0.007990,10952741900.00,1188.07
