caldt,vwretd,totval,spindx
19971103,0.025821,7170799960.00,938.99
19971104,0.002083,7185658660.00,940.76
19971105,0.002565,7202972020.00,942.76
19971106,-0.005009,7166324370.00,938.03
19971107,-0.011187,7084583980.00,927.51
19971110,-0.006652,7036818310.00,921.13
19971111,0.002729,7056019780.00,923.78
19971112,-0.019238,6918660610.00,905.96
19971113,0.011920,7000607010.00,916.66
19971114,0.012970,7090978450.00,928.35
19971117,0.019165,7226649550.00,946.20
19971118,-0.008191,7166621030.00,938.23
19971119,0.007168,7216890760.00,944.59
19971120,0.014809,7323693160.00,958.98
19971121,0.004507,7356630550.00,963.09
19971124,-0.017142,7230313480.00,946.67
19971125,0.004727,7263685110.00,950.82
19971126,0.001122,7270642670.00,951.64
19971128,0.004269,7308394530.00,955.40
19971201,0.020090,7455069840.00,974.77
19971202,-0.003073,7431997150.00,971.68
19971203,0.005742,7472782750.00,976.77
19971204,-0.003563,7452820390.00,973.10
19971205,0.010500,7531015280.00,983.79
19971208,-0.001346,7520346380.00,982.37
19971209,-0.006633,7470459630.00,975.78
19971210,-0.006390,7422231580.00,969.79
19971211,-0.014978,7309065550.00,954.94
19971212,-0.001424,7298603060.00,953.39
19971215,0.010213,7373027360.00,963.39
19971216,0.004713,7407772800.00,968.04
19971217,-0.002771,7385156570.00,965.54
19971218,-0.010336,7303210530.00,955.30
19971219,-0.008689,7237106910.00,946.78
19971222,0.007326,7289982550.00,953.70
19971223,-0.015004,7180470010.00,939.12
19971224,-0.006794,7137300350.00,932.70
19971226,0.003854,7164289250.00,936.46
19971229,0.018165,7291188010.00,953.36
19971230,0.018351,7424304180.00,970.84
19971231,-0.000186,7440534250.00,970.43
19980102,0.004518,7472835640.00,975.04
19980105,0.002193,7489086720.00,977.07
19980106,-0.010539,7409791430.00,966.58
19980107,-0.002116,7392322630.00,964.00
19980108,-0.008259,7330916480.00,956.04
19980109,-0.029960,7111278610.00,927.69
19980112,0.012875,7195322450.00,939.21
19980113,0.014048,7296059030.00,952.12
19980114,0.005675,7337233220.00,957.94
19980115,-0.007518,7281800860.00,950.73
19980116,0.011632,7366506160.00,961.51
19980120,0.017591,7499510460.00,978.60
19980121,-0.007795,7440576280.00,970.81
19980122,-0.007931,7381535970.00,963.04
19980123,-0.005857,7338548740.00,957.58
19980126,-0.000157,7337396690.00,956.95
19980127,0.012279,7427502940.00,969.02
19980128,0.008979,7498879600.00,977.46
19980129,0.008483,7561919820.00,985.49
19980130,-0.004888,7545938650.00,980.28
19980202,0.020882,7703463740.00,1001.27
19980203,0.004818,7740168380.00,1005.99
19980204,0.000858,7745783750.00,1006.90
19980205,-0.002852,7722749990.00,1003.54
19980206,0.009199,7792368680.00,1012.46
19980209,-0.001577,7779529550.00,1010.74
19980210,0.008011,7841755550.00,1019.01
19980211,0.001319,7850364050.00,1020.01
19980212,0.004245,7882944680.00,1024.14
19980213,-0.003866,7852271890.00,1020.09
19980217,0.002765,7873582590.00,1022.76
19980218,0.009197,7944072620.00,1032.08
19980219,-0.003356,7917170060.00,1028.28
19980220,0.005446,7960196660.00,1034.21
19980223,0.004284,7991808180.00,1038.14
19980224,-0.007520,7931695600.00,1030.56
19980225,0.012074,8026365050.00,1042.90
19980226,0.005442,8069035420.00,1048.67
19980227,0.000589,8078896740.00,1049.34
19980302,-0.001870,8063616670.00,1047.70
19980303,0.004268,8097975530.00,1052.02
19980304,-0.005473,8051831480.00,1047.33
19980305,-0.010292,7967835010.00,1035.04
19980306,0.019644,8123639600.00,1055.69
19980309,-0.002448,8103663680.00,1052.31
19980310,0.011184,8194177480.00,1064.25
19980311,0.004407,8228718700.00,1068.47
19980312,0.001391,8238852940.00,1069.92
19980313,-0.001226,8228632580.00,1068.61
19980316,0.009753,8308772970.00,1079.27
19980317,0.001354,8320020760.00,1080.45
19980318,0.004934,8360681280.00,1085.52
19980319,0.003714,8391436380.00,1089.74
19980320,0.008338,8461344320.00,1099.16
19980323,-0.003597,8425491560.00,1095.55
19980324,0.009460,8505158980.00,1105.65
19980325,-0.003185,8477926510.00,1101.92
19980326,-0.000970,8469687390.00,1100.80
19980327,-0.004648,8434355970.00,1095.44
19980330,-0.001865,8418524250.00,1093.55
19980331,0.007746,8498184000.00,1101.75
19980401,0.005887,8554503020.00,1108.15
19980402,0.010418,8643282170.00,1120.01
19980403,0.002495,8665211060.00,1122.70
19980406,-0.001359,8653368990.00,1121.39
19980407,-0.009944,8564759400.00,1109.55
19980408,-0.006872,8486291430.00,1101.65
19980409,0.008094,8554850110.00,1110.67
19980413,-0.000650,8548799280.00,1109.69
19980414,0.005669,8597256540.00,1115.75
19980415,0.002963,8622675440.00,1119.32
19980416,-0.009606,8539688170.00,1108.17
19980417,0.013114,8651593720.00,1122.72
19980420,0.001157,8661600020.00,1123.65
19980421,0.002485,8683108700.00,1126.67
19980422,0.004338,8719920500.00,1130.54
19980423,-0.010282,8630149250.00,1119.58
19980424,-0.010214,8543387540.00,1107.90
19980427,-0.019385,8384346770.00,1086.54
19980428,-0.001370,8352191880.00,1085.11
19980429,0.008890,8438717120.00,1094.62
19980430,0.016062,8580996930.00,1111.75
19980501,0.007466,8643408080.00,1121.00
19980504,0.001388,8655406200.00,1122.07
19980505,-0.005737,8605574750.00,1115.50
19980506,-0.009190,8524440060.00,1104.92
19980507,-0.008819,8449032040.00,1095.14
19980508,0.011918,8549763290.00,1108.14
19980511,-0.000927,8538634910.00,1106.64
19980512,0.008099,8607413380.00,1115.79
19980513,0.003158,8632919820.00,1118.86
19980514,-0.001603,8618894460.00,1117.37
19980515,-0.007849,8550873680.00,1108.73
19980518,-0.002474,8528736760.00,1105.82
19980519,0.003721,8560417990.00,1109.52
19980520,0.008390,8631089530.00,1119.06
19980521,-0.003775,8598468680.00,1114.64
19980522,-0.004021,8563846350.00,1110.47
19980526,-0.014898,8435834720.00,1094.02
19980527,-0.000910,8427166870.00,1092.23
19980528,0.004528,8464115550.00,1097.59
19980529,-0.005862,8433892020.00,1090.82
19980601,-0.000153,8432306520.00,1090.98
19980602,0.002312,8451652450.00,1093.22
19980603,-0.009693,8367814470.00,1082.73
19980604,0.011270,8462069920.00,1094.83
19980605,0.017422,8609211140.00,1113.86
19980608,0.001914,8625210800.00,1115.72
19980609,0.002663,8647994620.00,1118.41
19980610,-0.005487,8600068220.00,1112.28
19980611,-0.015411,8465224250.00,1094.58
19980612,0.003516,8495837870.00,1098.84
19980615,-0.019909,8326747290.00,1077.01
19980616,0.009956,8409612250.00,1087.59
19980617,0.017905,8559855480.00,1107.10
19980618,-0.000205,8557726950.00,1106.37
19980619,-0.005126,8513800130.00,1100.65
19980622,0.002589,8535677300.00,1103.21
19980623,0.014514,8659562950.00,1119.49
19980624,0.012121,8764205510.00,1132.88
19980625,-0.003188,8736264970.00,1129.28
19980626,0.003941,8768055070.00,1133.20
19980629,0.004408,8803272150.00,1138.49
19980630,-0.003881,8831046660.00,1133.84
19980701,0.012643,8948559750.00,1148.56
19980702,-0.001670,8933662890.00,1146.42
19980706,0.009653,9018564720.00,1157.31
19980707,-0.001689,9003213850.00,1154.66
19980708,0.010219,9092882360.00,1166.37
19980709,-0.006526,9033498210.00,1158.56
19980710,0.005127,9083710730.00,1164.33
19980713,0.000923,9091756390.00,1165.19
19980714,0.010608,9188076370.00,1177.58
19980715,-0.002479,9165258990.00,1174.81
19980716,0.007657,9240322360.00,1183.99
19980717,0.002366,9255423700.00,1186.75
19980720,-0.001956,9237241730.00,1184.10
19980721,-0.016756,9082443920.00,1165.07
19980722,-0.000132,9080562080.00,1164.08
19980723,-0.020843,8891191230.00,1139.75
19980724,0.000704,8897511830.00,1140.80
19980727,0.005547,8946859470.00,1147.27
19980728,-0.014700,8815344810.00,1130.24
19980729,-0.004502,8773928180.00,1125.21
19980730,0.015764,8910933160.00,1142.95
19980731,-0.019088,8797989770.00,1120.67
19980803,-0.007360,8732941680.00,1112.44
19980804,-0.036372,8415104710.00,1072.12
19980805,0.009056,8490091680.00,1081.43
19980806,0.008438,8560977640.00,1089.63
19980807,-0.000997,8552415800.00,1089.45
19980810,-0.005085,8508399760.00,1083.14
19980811,-0.013350,8409789160.00,1068.98
19980812,0.014623,8531165590.00,1084.22
19980813,-0.008382,8459466120.00,1074.91
19980814,-0.011034,8371714590.00,1062.75
19980817,0.019699,8536377090.00,1083.67
19980818,0.016127,8673142860.00,1101.20
19980819,-0.002979,8646765120.00,1098.06
19980820,-0.005440,8599209670.00,1091.60
19980821,-0.009380,8518406790.00,1081.18
19980824,0.006323,8572227650.00,1088.14
19980825,0.004189,8608117480.00,1092.86
19980826,-0.007371,8543979940.00,1084.19
19980827,-0.038256,8215024610.00,1042.59
19980828,-0.015030,8095059870.00,1027.14
19980831,-0.067935,7558790250.00,957.28
19980901,0.038877,7852320640.00,994.24
19980902,-0.004391,7815960030.00,990.48
19980903,-0.008527,7749149180.00,982.26
19980904,-0.008619,7682007960.00,973.89
19980908,0.050585,8070129420.00,1023.46
19980909,-0.016932,7933004650.00,1006.20
19980910,-0.025371,7731597990.00,980.19
19980911,0.028512,7949711520.00,1009.06
19980914,0.021148,8117173560.00,1029.72
19980915,0.008390,8182261960.00,1037.68
19980916,0.007645,8244239170.00,1045.48
19980917,-0.025428,8034058590.00,1018.87
19980918,0.001435,8045554960.00,1020.09
19980921,0.003662,8074847830.00,1023.89
19980922,0.006103,8124112360.00,1029.63
19980923,0.034598,8404918080.00,1066.09
19980924,-0.021470,8224442010.00,1042.72
19980925,0.001718,8237444870.00,1044.75
19980928,0.004356,8270096010.00,1048.69
19980929,0.000186,8271495210.00,1049.02
19980930,-0.029634,8041223980.00,1017.01
19981001,-0.031342,7770174420.00,986.39
19981002,0.016428,7890223850.00,1002.60
19981005,-0.014485,7775932470.00,988.56
19981006,-0.004161,7743167940.00,984.59
19981007,-0.014115,7637760230.00,970.68
19981008,-0.011074,7528798840.00,959.44
19981009,0.025282,7719138430.00,984.39
19981012,0.014083,7827843920.00,997.71
19981013,-0.004108,7795191980.00,994.80
19981014,0.012241,7890496180.00,1005.53
19981015,0.041993,8221810960.00,1047.50
19981016,0.008492,8291552630.00,1056.42
19981019,0.005032,8333271720.00,1062.39
19981020,0.000660,8338775610.00,1063.93
19981021,0.006617,8393363210.00,1069.92
19981022,0.007621,8457117080.00,1078.48
19981023,-0.007443,8395298940.00,1070.67
19981026,0.001929,8411494080.00,1072.32
19981027,-0.006114,8360067150.00,1065.34
19981028,0.002713,8381106110.00,1068.09
19981029,0.016908,8521894630.00,1085.93
19981030,0.011756,8749887020.00,1098.67
19981102,0.011732,8852512340.00,1111.60
19981103,-0.000990,8817084890.00,1110.84
19981104,0.007129,8878624910.00,1118.67
19981105,0.014058,9002670970.00,1133.85
19981106,0.006436,9059759040.00,1141.01
19981109,-0.009482,8971551860.00,1130.20
19981110,-0.001081,8960271830.00,1128.26
19981111,-0.006546,8901613750.00,1120.97
19981112,-0.003154,8872597540.00,1117.69
19981113,0.007461,8932361230.00,1125.72
19981116,0.008999,9012536340.00,1135.86
19981117,0.003300,9042148140.00,1139.32
19981118,0.004635,9087652950.00,1144.48
19981119,0.007346,9153847140.00,1152.61
19981120,0.009482,9240607190.00,1163.55
19981123,0.021621,9440255810.00,1188.21
19981124,-0.004408,9398001630.00,1182.99
19981125,0.003577,9430759250.00,1186.87
19981127,0.004756,9473048930.00,1192.29
19981130,-0.023846,9258095600.00,1163.63
19981201,0.009785,9348405820.00,1175.28
19981202,-0.002432,9323483560.00,1171.25
19981203,-0.018064,9154913660.00,1150.14
19981204,0.023163,9366915350.00,1176.74
19981207,0.009370,9454535590.00,1187.70
19981208,-0.005260,9404232500.00,1181.38
19981209,0.001479,9417403710.00,1183.49
19981210,-0.015363,9272492060.00,1165.02
19981211,0.000873,9278663920.00,1166.46
19981214,-0.021401,9080052430.00,1141.20
19981215,0.018852,9251141770.00,1162.83
19981216,-0.001320,9238592640.00,1161.94
19981217,0.016381,9389289300.00,1179.98
19981218,0.006805,9453130860.00,1188.03
19981221,0.012875,9574636870.00,1202.84
19981222,0.000400,9588623880.00,1203.57
19981223,0.020729,9787333610.00,1228.54
19981224,-0.001796,9770001370.00,1226.27
19981228,-0.000788,9762298580.00,1225.49
19981229,0.013676,9892952110.00,1241.81
19981230,-0.007712,9816396090.00,1231.93
19981231,-0.001688,9806834360.00,1229.23
19990104,-0.001295,9821951410.00,1228.10
19990105,0.013512,9954242010.00,1244.78
19990106,0.022406,10174980100.00,1272.34
19990107,-0.001326,10160856700.00,1269.73
19990108,0.004158,10203107100.00,1275.09
19990111,-0.008560,10115770100.00,1263.88
19990112,-0.019468,9918834360.00,1239.51
19990113,-0.004133,9872373980.00,1234.40
19990114,-0.017729,9697208980.00,1212.19
19990115,0.025160,9941054840.00,1243.26
19990119,0.007263,10013090400.00,1252.00
19990120,0.003948,10052040300.00,1256.62
19990121,-0.017710,9873997050.00,1235.16
19990122,-0.007998,9797435380.00,1225.19
19990125,0.007990,9875676540.00,1233.98
19990126,0.015561,10029409300.00,1252.31
19990127,-0.007368,9954144990.00,1243.17
19990128,0.017768,10129933100.00,1265.37
19990129,0.011473,10304050000.00,1279.64
19990201,-0.005299,10249444500.00,1273.00
19990202,-0.008685,10160003300.00,1261.99
19990203,0.008269,10242684400.00,1272.07
19990204,-0.018706,10050284400.00,1248.49
19990205,-0.007685,9972827100.00,1239.40
19990208,0.003474,10005857300.00,1243.77
19990209,-0.022298,9782606460.00,1216.14
19990210,0.006458,9843845480.00,1223.55
19990211,0.024966,10088816000.00,1254.04
19990212,-0.018717,9899785110.00,1230.13
19990216,0.009056,9989391310.00,1241.87
19990217,-0.013516,9853198520.00,1224.03
19990218,0.010486,9955748150.00,1237.28
19990219,0.001771,9973343350.00,1239.22
19990222,0.026322,10235642200.00,1272.14
19990223,-0.000251,10232908900.00,1271.18
19990224,-0.014263,10085949700.00,1253.41
19990225,-0.006704,10017008300.00,1245.02
19990226,-0.005415,9970562320.00,1238.33
19990301,-0.001420,9961706060.00,1236.16
19990302,-0.008563,9876252140.00,1225.50
19990303,0.001909,9892879020.00,1227.70
19990304,0.015233,10042213700.00,1246.64
19990305,0.022917,10272205500.00,1275.47
19990308,0.005944,10332651100.00,1282.73
19990309,-0.002057,10311367400.00,1279.84
19990310,0.005251,10339053300.00,1286.84
19990311,0.008643,10425914300.00,1297.68
19990312,-0.002718,10397480600.00,1294.59
19990315,0.010237,10503773900.00,1307.26
19990316,-0.000693,10496437900.00,1306.38
19990317,-0.006802,10424449000.00,1297.82
19990318,0.014470,10574952900.00,1316.55
19990319,-0.013158,10435777100.00,1299.29
19990322,-0.002155,10413123600.00,1297.01
19990323,-0.026511,10137001800.00,1262.14
19990324,0.004932,10186846800.00,1268.59
19990325,0.016939,10360085000.00,1289.99
19990326,-0.005649,10301564500.00,1282.80
19990329,0.020738,10513808300.00,1310.17
19990330,-0.006285,10446965300.00,1300.75
19990331,-0.011309,10346675700.00,1286.37
19990401,0.005687,10405017900.00,1293.72
19990405,0.020908,10616791200.00,1321.12
19990406,-0.002348,10591443300.00,1317.89
19990407,0.006965,10663027000.00,1326.89
19990408,0.013484,10806353600.00,1343.98
19990409,0.002815,10836769000.00,1348.35
19990412,0.007682,10922551100.00,1358.64
19990413,-0.006624,10849758000.00,1349.82
19990414,-0.015413,10682317000.00,1328.44
19990415,-0.004200,10637417300.00,1322.86
19990416,-0.004337,10591265800.00,1319.00
19990419,-0.022035,10357803700.00,1289.48
19990420,0.013498,10497615900.00,1306.17
19990421,0.024334,10752482700.00,1336.12
19990422,0.014691,10910239900.00,1358.82
19990423,-0.000353,10906390700.00,1356.85
19990426,0.002580,10934528500.00,1360.04
19990427,0.001725,10953392900.00,1362.80
19990428,-0.008954,10854479600.00,1350.91
19990429,-0.005536,10792473800.00,1342.83
19990430,-0.006320,10775531900.00,1335.18
19990503,0.014919,10935492900.00,1354.63
19990504,-0.016627,10753547800.00,1332.00
19990505,0.011671,10876582700.00,1347.31
19990506,-0.011521,10749979500.00,1332.05
19990507,0.009436,10851495400.00,1345.00
19990510,-0.002708,10815801100.00,1340.30
19990511,0.011573,10940634400.00,1355.61
19990512,0.005914,11002344400.00,1364.00
19990513,0.003237,11037718400.00,1367.56
19990514,-0.021779,10796947700.00,1337.80
19990517,0.001885,10817000600.00,1339.49
19990518,-0.004708,10765350200.00,1333.32
19990519,0.008133,10852499700.00,1344.23
19990520,-0.003899,10809625600.00,1338.83
19990521,-0.006800,10736030200.00,1330.29
19990524,-0.017940,10543344700.00,1306.65
19990525,-0.016742,10366627300.00,1284.40
19990526,0.015756,10528504200.00,1304.76
19990527,-0.017269,10345285800.00,1281.41
19990528,0.015463,10532289500.00,1301.84
19990601,-0.006538,10463112900.00,1294.26
19990602,0.001584,10477512200.00,1294.81
19990603,0.003253,10511467000.00,1299.54
19990604,0.021873,10738320200.00,1327.75
19990607,0.005105,10792703800.00,1334.52
19990608,-0.012699,10655283500.00,1317.33
19990609,0.000912,10669994500.00,1318.64
19990610,-0.012143,10540258400.00,1302.82
19990611,-0.007047,10463630600.00,1293.64
19990614,0.000244,10466002500.00,1294.00
19990615,0.005595,10520987000.00,1301.16
19990616,0.022534,10757695000.00,1330.41
19990617,0.007456,10837397600.00,1339.90
19990618,0.002306,10862352800.00,1342.84
19990621,0.004398,10909924900.00,1349.00
19990622,-0.009288,10807590000.00,1335.88
19990623,-0.002435,10781146200.00,1333.06
19990624,-0.013059,10639655500.00,1315.78
19990625,-0.000065,10619733100.00,1315.31
19990628,0.012138,10747137400.00,1331.35
19990629,0.015026,10908515600.00,1351.45
19990630,0.015171,11072717000.00,1372.71
19990701,0.007122,11150505900.00,1380.96
19990702,0.007452,11233603600.00,1391.22
19990706,-0.002143,11208276200.00,1388.12
19990707,0.005150,11263528000.00,1395.86
19990708,-0.000486,11257334400.00,1394.42
19990709,0.006005,11324937500.00,1403.28
19990712,-0.002606,11295416200.00,1399.10
19990713,-0.004111,11248519200.00,1393.56
19990714,0.003409,11286593300.00,1398.17
19990715,0.008063,11377549300.00,1409.62
19990716,0.006561,11452087500.00,1418.78
19990719,-0.007562,11365406800.00,1407.65
19990720,-0.022070,11114551600.00,1377.10
19990721,0.001771,11133622300.00,1379.29
19990722,-0.013158,10999860300.00,1360.97
19990723,-0.003018,10966659600.00,1356.94
19990726,-0.006907,10890910000.00,1347.76
19990727,0.011724,11017684300.00,1362.84
19990728,0.001717,11035627600.00,1365.40
19990729,-0.017681,10838685000.00,1341.03
19990730,-0.009291,10754251100.00,1328.72
19990802,-0.000475,10748096800.00,1328.05
19990803,-0.004554,10698795100.00,1322.18
19990804,-0.012812,10560118500.00,1305.33
19990805,0.006471,10627649000.00,1313.71
19990806,-0.010301,10517183200.00,1300.29
19990809,-0.002339,10503580200.00,1297.80
19990810,-0.012144,10375669400.00,1281.43
19990811,0.016000,10538624600.00,1301.93
19990812,-0.003091,10505686200.00,1298.16
19990813,0.022910,10751709100.00,1327.68
19990816,0.002879,10782354900.00,1330.77
19990817,0.010176,10891991300.00,1344.16
19990818,-0.008350,10799943600.00,1332.84
19990819,-0.007043,10723347700.00,1323.59
19990820,0.009509,10825293000.00,1336.61
19990823,0.018388,11024227200.00,1360.22
19990824,0.002454,11050631900.00,1363.50
19990825,0.013654,11200733700.00,1381.79
19990826,-0.014176,11041830900.00,1362.01
19990827,-0.009802,10932641600.00,1348.27
19990830,-0.018142,10733007300.00,1324.02
19990831,-0.002905,10701731700.00,1320.41
19990901,0.008063,10785594200.00,1331.07
19990902,-0.008904,10689431000.00,1319.11
19990903,0.029187,11001070500.00,1357.24
19990907,-0.004860,10946614600.00,1350.45
19990908,-0.004953,10891313400.00,1344.15
19990909,0.002171,10914939400.00,1347.66
19990910,0.003244,10953321000.00,1351.66
19990913,-0.005520,10890284600.00,1344.13
19990914,-0.005717,10827950200.00,1336.29
19990915,-0.013449,10681950300.00,1317.97
19990916,0.000314,10684689000.00,1318.48
19990917,0.012589,10819047900.00,1335.42
19990920,0.000376,10818833400.00,1335.53
19990921,-0.020234,10599901400.00,1307.58
19990922,0.001757,10618282400.00,1310.51
19990923,-0.023114,10372814900.00,1280.41
19990924,-0.001923,10354999100.00,1277.36
19990927,0.004269,10399202800.00,1283.31
19990928,-0.000550,10390873700.00,1282.20
19990929,-0.010844,10279476400.00,1268.37
19990930,0.011008,10405598100.00,1282.71
19991001,-0.000201,10399790600.00,1282.81
19991004,0.017464,10576568000.00,1304.60
19991005,-0.002212,10552714700.00,1301.35
19991006,0.018386,10744992000.00,1325.40
19991007,-0.005670,10683856200.00,1317.64
19991008,0.013878,10832124800.00,1336.02
19991011,-0.000473,10751999800.00,1335.21
19991012,-0.016865,10580686300.00,1313.04
19991013,-0.021274,10357432500.00,1285.55
19991014,-0.001516,10341702300.00,1283.42
19991015,-0.027878,10053398200.00,1247.41
19991018,0.005468,10110809200.00,1254.13
19991019,0.006787,10179435200.00,1261.32
19991020,0.019974,10382108000.00,1289.43
19991021,-0.002375,10357322400.00,1283.61
19991022,0.013697,10499091600.00,1301.65
19991025,-0.005744,10438421100.00,1293.63
19991026,-0.009972,10334627900.00,1281.91
19991027,0.011301,10456767900.00,1296.71
19991028,0.035671,10827876900.00,1342.44
19991029,0.015875,11122321200.00,1362.93
19991101,-0.006491,11050020700.00,1354.12
19991102,-0.004798,10996858500.00,1347.74
19991103,0.005560,11056424900.00,1354.93
19991104,0.006059,11123295900.00,1362.64
19991105,0.006443,11194846900.00,1370.23
19991108,0.004358,11267557500.00,1377.01
19991109,-0.008313,11171625900.00,1365.28
19991110,0.005577,11232780900.00,1373.46
19991111,0.006032,11300532100.00,1381.46
19991112,0.010187,11414637200.00,1396.06
19991115,-0.000997,11406971900.00,1394.39
19991116,0.018479,11616766000.00,1420.07
19991117,-0.006762,11544114600.00,1410.71
19991118,0.010083,11659910200.00,1424.94
19991119,-0.001159,11646369200.00,1422.00
19991122,-0.000896,11635792700.00,1420.94
19991123,-0.011490,11501583100.00,1404.64
19991124,0.008624,11600698200.00,1417.08
19991126,0.000112,11601018300.00,1416.62
19991129,-0.006254,11526641000.00,1407.83
19991130,-0.013071,11374474100.00,1388.91
19991201,0.006003,11371238700.00,1397.72
19991202,0.008794,11461178000.00,1409.04
19991203,0.016528,11650316000.00,1433.30
19991206,-0.006520,11574105400.00,1423.33
19991207,-0.009959,11458575900.00,1409.17
19991208,-0.003171,11511565600.00,1403.88
19991209,0.002250,11537266500.00,1408.11
19991210,0.006372,11611946900.00,1417.04
19991213,-0.000413,11604996800.00,1415.22
19991214,-0.009205,11498021600.00,1403.17
19991215,0.008203,11591937800.00,1413.32
19991216,0.003575,11632825300.00,1418.78
19991217,0.002060,11656503600.00,1421.03
19991220,-0.002933,11622040200.00,1418.09
19991221,0.010937,11749062600.00,1433.43
19991222,0.002292,11774581800.00,1436.13
19991223,0.015590,11958027800.00,1458.34
19991227,-0.000632,11950471400.00,1457.10
19991228,0.000215,11953024000.00,1457.66
19991229,0.003807,11996929200.00,1463.46
19991230,0.001156,12010605500.00,1464.47
19991231,0.003328,12161197400.00,1469.25
20000103,-0.009385,12043124900.00,1455.22
20000104,-0.038436,11579845200.00,1399.42
20000105,0.000861,11588790300.00,1402.11
20000106,-0.002834,11556689700.00,1403.45
20000107,0.032185,11928640600.00,1441.47
20000110,0.011417,12064590100.00,1457.60
20000111,-0.013781,11897974200.00,1438.56
20000112,-0.004246,11846765000.00,1432.25
20000113,0.012918,11999767500.00,1449.68
20000114,0.010723,12128919300.00,1465.15
20000118,-0.006500,12049967700.00,1455.14
20000119,0.001412,12066442200.00,1455.90
20000120,-0.008660,11961920100.00,1445.57
20000121,-0.002923,11926954200.00,1441.36
20000124,-0.027223,11602178400.00,1401.53
20000125,0.006582,11678539900.00,1410.03
20000126,-0.005063,11619059000.00,1404.09
20000127,-0.003752,11574642300.00,1398.56
20000128,-0.026674,11266163700.00,1360.16
20000131,0.024638,11584230300.00,1394.46
20000201,0.011097,11712785100.00,1409.28
20000202,-0.000557,11705121100.00,1409.12
20000203,0.012121,11845935600.00,1424.97
20000204,-0.000492,11839734200.00,1424.37
20000207,0.000628,11846957500.00,1424.24
20000208,0.011380,11981064300.00,1441.72
20000209,-0.020373,11735032800.00,1411.70
20000210,0.003727,11778721500.00,1416.83
20000211,-0.020607,11534924700.00,1387.12
20000214,0.001837,11555662900.00,1389.94
20000215,0.009352,11663631500.00,1402.05
20000216,-0.010351,11540758100.00,1387.67
20000217,-0.000424,11535719200.00,1388.26
20000218,-0.030001,11189618500.00,1346.09
20000222,0.004273,11237230700.00,1352.17
20000223,0.007722,11323043000.00,1360.69
20000224,-0.005720,11257991700.00,1353.43
20000225,-0.014729,11091771500.00,1333.36
20000228,0.010583,11207775600.00,1348.05
20000229,0.014415,11376527500.00,1366.42
20000301,0.009355,11480474500.00,1379.19
20000302,0.001277,11496707200.00,1381.76
20000303,0.020696,11739831100.00,1409.17
20000306,-0.012653,11589934400.00,1391.28
20000307,-0.026713,11280008500.00,1355.62
20000308,0.008669,11376548100.00,1366.70
20000309,0.024992,11660597400.00,1401.69
20000310,-0.004284,11610641900.00,1395.07
20000313,-0.007836,11518229800.00,1383.62
20000314,-0.018024,11311014900.00,1359.15
20000315,0.024295,11585359000.00,1392.15
20000316,0.047306,12126531100.00,1458.47
20000317,0.005001,12193592500.00,1464.47
20000320,-0.005342,12128263200.00,1456.63
20000321,0.024770,12428680400.00,1493.87
20000322,0.005105,12490479600.00,1500.64
20000323,0.018145,12717090500.00,1527.35
20000324,0.000268,12735918100.00,1527.46
20000327,-0.002325,12706861600.00,1523.86
20000328,-0.010875,12568532100.00,1507.73
20000329,0.001094,12580625500.00,1508.52
20000330,-0.013676,12408299700.00,1487.92
20000331,0.008026,12528639600.00,1498.58
20000403,0.002777,12635653200.00,1505.97
20000404,-0.006050,12556646400.00,1494.73
20000405,-0.004872,12494577300.00,1487.37
20000406,0.008649,12600426000.00,1501.34
20000407,0.010101,12727696800.00,1516.35
20000410,-0.007807,12631122800.00,1504.46
20000411,-0.002796,12595020100.00,1500.59
20000412,-0.021777,12319870900.00,1467.17
20000413,-0.017048,12109825200.00,1440.51
20000414,-0.059392,11390602700.00,1356.56
20000417,0.032607,11762010700.00,1401.44
20000418,0.028617,12089493700.00,1441.61
20000419,-0.009244,11977339500.00,1427.47
20000420,0.004224,12028407100.00,1434.54
20000424,-0.002569,11998357500.00,1429.86
20000425,0.034170,12437756600.00,1477.44
20000426,-0.012069,12286703400.00,1460.99
20000427,0.002953,12321701800.00,1464.92
20000428,-0.008540,12220357700.00,1452.43
20000501,0.010786,12352164300.00,1468.25
20000502,-0.015308,12162948600.00,1446.29
20000503,-0.020843,11908181000.00,1415.10
20000504,-0.004372,11857348200.00,1409.57
20000505,0.015642,12075531900.00,1432.63
20000508,-0.005706,12005571500.00,1424.17
20000509,-0.008494,11902989200.00,1412.14
20000510,-0.021252,11664869700.00,1383.05
20000511,0.019590,11891037200.00,1407.81
20000512,0.008513,11992042800.00,1420.96
20000515,0.021946,12257156600.00,1452.36
20000516,0.010120,12381080600.00,1466.04
20000517,-0.012316,12227431200.00,1447.80
20000518,-0.007502,12135102300.00,1437.21
20000519,-0.021631,11872157600.00,1406.95
20000522,-0.004360,11820409700.00,1400.72
20000523,-0.020077,11583000200.00,1373.86
20000524,0.019539,11808741300.00,1399.05
20000525,-0.013255,11651926100.00,1381.52
20000526,-0.001875,11630444300.00,1378.02
20000530,0.032366,12005748400.00,1422.45
20000531,-0.001226,11981203300.00,1420.60
20000601,0.020402,12231250000.00,1448.81
20000602,0.019616,12471934000.00,1477.26
20000605,-0.006698,12395102400.00,1467.63
20000606,-0.007085,12308212300.00,1457.84
20000607,0.010396,12434772300.00,1471.36
