,OptStrike,OptPutCall,OptBid,OptAsk,OptExpDate,OptName,Unnamed: 6,Unnamed: 7,Unnamed: 8,Spot,139.78
716,47.5,Call,92.0,92.75,2017-11-17,AAPL US 11/17/17 C47.5 Equity,,,,,
717,50.0,Call,89.5,90.2,2017-11-17,AAPL US 11/17/17 C50 Equity,,,,,
718,55.0,Call,84.5,85.25,2017-11-17,AAPL US 11/17/17 C55 Equity,,,,,
719,60.0,Call,79.5,80.25,2017-11-17,AAPL US 11/17/17 C60 Equity,,,,,
720,65.0,Call,74.55,75.25,2017-11-17,AAPL US 11/17/17 C65 Equity,,,,,
721,70.0,Call,69.5,70.25,2017-11-17,AAPL US 11/17/17 C70 Equity,,,,,
722,75.0,Call,64.55,65.3,2017-11-17,AAPL US 11/17/17 C75 Equity,,,,,
723,80.0,Call,59.6,60.35,2017-11-17,AAPL US 11/17/17 C80 Equity,,,,,
724,85.0,Call,54.65,55.35,2017-11-17,AAPL US 11/17/17 C85 Equity,,,,,
725,90.0,Call,49.8,50.45,2017-11-17,AAPL US 11/17/17 C90 Equity,,,,,
726,92.5,Call,47.4,48.0,2017-11-17,AAPL US 11/17/17 C92.5 Equity,,,,,
727,95.0,Call,45.0,45.6,2017-11-17,AAPL US 11/17/17 C95 Equity,,,,,
728,97.5,Call,42.55,43.2,2017-11-17,AAPL US 11/17/17 C97.5 Equity,,,,,
729,100.0,Call,40.25,40.8,2017-11-17,AAPL US 11/17/17 C100 Equity,,,,,
730,105.0,Call,35.7,36.15,2017-11-17,AAPL US 11/17/17 C105 Equity,,,,,
731,110.0,Call,31.25,31.7,2017-11-17,AAPL US 11/17/17 C110 Equity,,,,,
732,115.0,Call,27.05,27.45,2017-11-17,AAPL US 11/17/17 C115 Equity,,,,,
733,120.0,Call,23.1,23.35,2017-11-17,AAPL US 11/17/17 C120 Equity,,,,,
734,125.0,Call,19.45,19.7,2017-11-17,AAPL US 11/17/17 C125 Equity,,,,,
735,130.0,Call,16.1,16.3,2017-11-17,AAPL US 11/17/17 C130 Equity,,,,,
736,135.0,Call,13.15,13.3,2017-11-17,AAPL US 11/17/17 C135 Equity,,,,,
737,140.0,Call,10.5,10.65,2017-11-17,AAPL US 11/17/17 C140 Equity,,,,,
738,145.0,Call,8.25,8.35,2017-11-17,AAPL US 11/17/17 C145 Equity,,,,,
739,150.0,Call,6.3,6.45,2017-11-17,AAPL US 11/17/17 C150 Equity,,,,,
740,155.0,Call,4.75,4.85,2017-11-17,AAPL US 11/17/17 C155 Equity,,,,,
741,160.0,Call,3.5,3.6,2017-11-17,AAPL US 11/17/17 C160 Equity,,,,,
742,165.0,Call,2.56,2.63,2017-11-17,AAPL US 11/17/17 C165 Equity,,,,,
743,170.0,Call,1.85,1.9,2017-11-17,AAPL US 11/17/17 C170 Equity,,,,,
744,175.0,Call,1.34,1.37,2017-11-17,AAPL US 11/17/17 C175 Equity,,,,,
745,180.0,Call,0.96,0.99,2017-11-17,AAPL US 11/17/17 C180 Equity,,,,,
746,185.0,Call,0.7,0.72,2017-11-17,AAPL US 11/17/17 C185 Equity,,,,,
747,190.0,Call,0.51,0.54,2017-11-17,AAPL US 11/17/17 C190 Equity,,,,,
748,195.0,Call,0.38,0.41,2017-11-17,AAPL US 11/17/17 C195 Equity,,,,,
749,200.0,Call,0.28,0.31,2017-11-17,AAPL US 11/17/17 C200 Equity,,,,,
750,47.5,Put,0.0,0.03,2017-11-17,AAPL US 11/17/17 P47.5 Equity,,,,,
751,50.0,Put,0.0,0.03,2017-11-17,AAPL US 11/17/17 P50 Equity,,,,,
752,55.0,Put,0.0,0.04,2017-11-17,AAPL US 11/17/17 P55 Equity,,,,,
753,60.0,Put,0.0,0.05,2017-11-17,AAPL US 11/17/17 P60 Equity,,,,,
754,65.0,Put,0.05,0.07,2017-11-17,AAPL US 11/17/17 P65 Equity,,,,,
755,70.0,Put,0.08,0.1,2017-11-17,AAPL US 11/17/17 P70 Equity,,,,,
756,75.0,Put,0.13,0.16,2017-11-17,AAPL US 11/17/17 P75 Equity,,,,,
757,80.0,Put,0.21,0.25,2017-11-17,AAPL US 11/17/17 P80 Equity,,,,,
758,85.0,Put,0.33,0.35,2017-11-17,AAPL US 11/17/17 P85 Equity,,,,,
759,90.0,Put,0.49,0.51,2017-11-17,AAPL US 11/17/17 P90 Equity,,,,,
760,92.5,Put,0.59,0.62,2017-11-17,AAPL US 11/17/17 P92.5 Equity,,,,,
761,95.0,Put,0.71,0.74,2017-11-17,AAPL US 11/17/17 P95 Equity,,,,,
762,97.5,Put,0.85,0.88,2017-11-17,AAPL US 11/17/17 P97.5 Equity,,,,,
763,100.0,Put,1.02,1.05,2017-11-17,AAPL US 11/17/17 P100 Equity,,,,,
764,105.0,Put,1.44,1.47,2017-11-17,AAPL US 11/17/17 P105 Equity,,,,,
765,110.0,Put,1.99,2.05,2017-11-17,AAPL US 11/17/17 P110 Equity,,,,,
766,115.0,Put,2.77,2.82,2017-11-17,AAPL US 11/17/17 P115 Equity,,,,,
767,120.0,Put,3.75,3.85,2017-11-17,AAPL US 11/17/17 P120 Equity,,,,,
768,125.0,Put,5.05,5.2,2017-11-17,AAPL US 11/17/17 P125 Equity,,,,,
769,130.0,Put,6.7,6.85,2017-11-17,AAPL US 11/17/17 P130 Equity,,,,,
770,135.0,Put,8.7,8.85,2017-11-17,AAPL US 11/17/17 P135 Equity,,,,,
771,140.0,Put,11.05,11.15,2017-11-17,AAPL US 11/17/17 P140 Equity,,,,,
772,145.0,Put,13.75,13.9,2017-11-17,AAPL US 11/17/17 P145 Equity,,,,,
773,150.0,Put,16.8,16.9,2017-11-17,AAPL US 11/17/17 P150 Equity,,,,,
774,155.0,Put,20.2,20.4,2017-11-17,AAPL US 11/17/17 P155 Equity,,,,,
775,160.0,Put,23.95,24.15,2017-11-17,AAPL US 11/17/17 P160 Equity,,,,,
776,165.0,Put,27.95,28.3,2017-11-17,AAPL US 11/17/17 P165 Equity,,,,,
777,170.0,Put,32.15,32.55,2017-11-17,AAPL US 11/17/17 P170 Equity,,,,,
778,175.0,Put,36.65,37.05,2017-11-17,AAPL US 11/17/17 P175 Equity,,,,,
779,180.0,Put,41.15,41.7,2017-11-17,AAPL US 11/17/17 P180 Equity,,,,,
780,185.0,Put,45.85,46.4,2017-11-17,AAPL US 11/17/17 P185 Equity,,,,,
781,190.0,Put,50.55,51.25,2017-11-17,AAPL US 11/17/17 P190 Equity,,,,,
782,195.0,Put,55.4,56.1,2017-11-17,AAPL US 11/17/17 P195 Equity,,,,,
783,200.0,Put,60.35,60.95,2017-11-17,AAPL US 11/17/17 P200 Equity,,,,,
784,80.0,Call,59.65,60.35,2017-12-15,AAPL US 12/15/17 C80 Equity,,,,,
785,85.0,Call,54.7,55.4,2017-12-15,AAPL US 12/15/17 C85 Equity,,,,,
786,90.0,Call,49.85,50.5,2017-12-15,AAPL US 12/15/17 C90 Equity,,,,,
787,95.0,Call,45.05,45.7,2017-12-15,AAPL US 12/15/17 C95 Equity,,,,,
788,100.0,Call,40.4,41.0,2017-12-15,AAPL US 12/15/17 C100 Equity,,,,,
789,105.0,Call,35.85,36.4,2017-12-15,AAPL US 12/15/17 C105 Equity,,,,,
790,110.0,Call,31.55,31.95,2017-12-15,AAPL US 12/15/17 C110 Equity,,,,,
791,115.0,Call,27.35,27.75,2017-12-15,AAPL US 12/15/17 C115 Equity,,,,,
792,120.0,Call,23.45,23.8,2017-12-15,AAPL US 12/15/17 C120 Equity,,,,,
793,125.0,Call,19.85,20.15,2017-12-15,AAPL US 12/15/17 C125 Equity,,,,,
794,130.0,Call,16.6,16.8,2017-12-15,AAPL US 12/15/17 C130 Equity,,,,,
795,135.0,Call,13.6,13.85,2017-12-15,AAPL US 12/15/17 C135 Equity,,,,,
796,140.0,Call,11.0,11.2,2017-12-15,AAPL US 12/15/17 C140 Equity,,,,,
797,145.0,Call,8.75,8.9,2017-12-15,AAPL US 12/15/17 C145 Equity,,,,,
798,150.0,Call,6.8,6.95,2017-12-15,AAPL US 12/15/17 C150 Equity,,,,,
799,155.0,Call,5.2,5.35,2017-12-15,AAPL US 12/15/17 C155 Equity,,,,,
800,160.0,Call,3.9,4.05,2017-12-15,AAPL US 12/15/17 C160 Equity,,,,,
801,165.0,Call,2.9,3.0,2017-12-15,AAPL US 12/15/17 C165 Equity,,,,,
802,170.0,Call,2.12,2.22,2017-12-15,AAPL US 12/15/17 C170 Equity,,,,,
803,175.0,Call,1.54,1.64,2017-12-15,AAPL US 12/15/17 C175 Equity,,,,,
804,180.0,Call,1.11,1.22,2017-12-15,AAPL US 12/15/17 C180 Equity,,,,,
805,185.0,Call,0.81,0.9,2017-12-15,AAPL US 12/15/17 C185 Equity,,,,,
806,190.0,Call,0.58,0.68,2017-12-15,AAPL US 12/15/17 C190 Equity,,,,,
807,195.0,Call,0.42,0.51,2017-12-15,AAPL US 12/15/17 C195 Equity,,,,,
808,200.0,Call,0.31,0.39,2017-12-15,AAPL US 12/15/17 C200 Equity,,,,,
809,80.0,Put,0.24,0.33,2017-12-15,AAPL US 12/15/17 P80 Equity,,,,,
810,85.0,Put,0.37,0.46,2017-12-15,AAPL US 12/15/17 P85 Equity,,,,,
811,90.0,Put,0.55,0.65,2017-12-15,AAPL US 12/15/17 P90 Equity,,,,,
812,95.0,Put,0.81,0.91,2017-12-15,AAPL US 12/15/17 P95 Equity,,,,,
813,100.0,Put,1.17,1.27,2017-12-15,AAPL US 12/15/17 P100 Equity,,,,,
814,105.0,Put,1.65,1.74,2017-12-15,AAPL US 12/15/17 P105 Equity,,,,,
815,110.0,Put,2.28,2.38,2017-12-15,AAPL US 12/15/17 P110 Equity,,,,,
816,115.0,Put,3.1,3.25,2017-12-15,AAPL US 12/15/17 P115 Equity,,,,,
817,120.0,Put,4.2,4.3,2017-12-15,AAPL US 12/15/17 P120 Equity,,,,,
818,125.0,Put,5.55,5.65,2017-12-15,AAPL US 12/15/17 P125 Equity,,,,,
819,130.0,Put,7.2,7.35,2017-12-15,AAPL US 12/15/17 P130 Equity,,,,,
820,135.0,Put,9.2,9.35,2017-12-15,AAPL US 12/15/17 P135 Equity,,,,,
821,140.0,Put,11.55,11.7,2017-12-15,AAPL US 12/15/17 P140 Equity,,,,,
822,145.0,Put,14.25,14.4,2017-12-15,AAPL US 12/15/17 P145 Equity,,,,,
823,150.0,Put,17.3,17.5,2017-12-15,AAPL US 12/15/17 P150 Equity,,,,,
824,155.0,Put,20.65,20.9,2017-12-15,AAPL US 12/15/17 P155 Equity,,,,,
825,160.0,Put,24.35,24.6,2017-12-15,AAPL US 12/15/17 P160 Equity,,,,,
826,165.0,Put,28.3,28.6,2017-12-15,AAPL US 12/15/17 P165 Equity,,,,,
827,170.0,Put,32.45,32.8,2017-12-15,AAPL US 12/15/17 P170 Equity,,,,,
828,175.0,Put,36.8,37.25,2017-12-15,AAPL US 12/15/17 P175 Equity,,,,,
829,180.0,Put,41.3,41.85,2017-12-15,AAPL US 12/15/17 P180 Equity,,,,,
830,185.0,Put,46.0,46.5,2017-12-15,AAPL US 12/15/17 P185 Equity,,,,,
831,190.0,Put,50.75,51.3,2017-12-15,AAPL US 12/15/17 P190 Equity,,,,,
832,195.0,Put,55.45,56.15,2017-12-15,AAPL US 12/15/17 P195 Equity,,,,,
833,200.0,Put,60.4,61.0,2017-12-15,AAPL US 12/15/17 P200 Equity,,,,,
834,42.5,Call,96.7,97.9,2018-01-19,AAPL US 01/19/18 C42.5 Equity,,,,,
835,47.5,Call,91.7,92.95,2018-01-19,AAPL US 01/19/18 C47.5 Equity,,,,,
836,50.0,Call,89.5,90.5,2018-01-19,AAPL US 01/19/18 C50 Equity,,,,,
837,55.0,Call,84.3,85.5,2018-01-19,AAPL US 01/19/18 C55 Equity,,,,,
838,60.0,Call,79.25,80.45,2018-01-19,AAPL US 01/19/18 C60 Equity,,,,,
839,65.0,Call,74.3,75.55,2018-01-19,AAPL US 01/19/18 C65 Equity,,,,,
840,70.0,Call,69.3,70.5,2018-01-19,AAPL US 01/19/18 C70 Equity,,,,,
841,75.0,Call,64.4,65.6,2018-01-19,AAPL US 01/19/18 C75 Equity,,,,,
842,80.0,Call,59.75,60.25,2018-01-19,AAPL US 01/19/18 C80 Equity,,,,,
843,82.5,Call,57.0,58.2,2018-01-19,AAPL US 01/19/18 C82.5 Equity,,,,,
844,85.0,Call,54.9,55.25,2018-01-19,AAPL US 01/19/18 C85 Equity,,,,,
845,87.5,Call,52.1,53.25,2018-01-19,AAPL US 01/19/18 C87.5 Equity,,,,,
846,90.0,Call,50.0,50.35,2018-01-19,AAPL US 01/19/18 C90 Equity,,,,,
847,92.5,Call,47.55,48.45,2018-01-19,AAPL US 01/19/18 C92.5 Equity,,,,,
848,95.0,Call,45.05,45.75,2018-01-19,AAPL US 01/19/18 C95 Equity,,,,,
849,97.5,Call,42.7,43.5,2018-01-19,AAPL US 01/19/18 C97.5 Equity,,,,,
850,100.0,Call,40.55,41.0,2018-01-19,AAPL US 01/19/18 C100 Equity,,,,,
851,105.0,Call,36.2,36.6,2018-01-19,AAPL US 01/19/18 C105 Equity,,,,,
852,110.0,Call,31.85,32.6,2018-01-19,AAPL US 01/19/18 C110 Equity,,,,,
853,115.0,Call,27.95,28.15,2018-01-19,AAPL US 01/19/18 C115 Equity,,,,,
854,120.0,Call,24.1,24.3,2018-01-19,AAPL US 01/19/18 C120 Equity,,,,,
855,125.0,Call,20.55,20.75,2018-01-19,AAPL US 01/19/18 C125 Equity,,,,,
856,130.0,Call,17.3,17.5,2018-01-19,AAPL US 01/19/18 C130 Equity,,,,,
857,135.0,Call,14.4,14.55,2018-01-19,AAPL US 01/19/18 C135 Equity,,,,,
858,140.0,Call,11.75,11.9,2018-01-19,AAPL US 01/19/18 C140 Equity,,,,,
859,145.0,Call,9.45,9.6,2018-01-19,AAPL US 01/19/18 C145 Equity,,,,,
860,150.0,Call,7.5,7.65,2018-01-19,AAPL US 01/19/18 C150 Equity,,,,,
861,155.0,Call,5.85,6.0,2018-01-19,AAPL US 01/19/18 C155 Equity,,,,,
862,160.0,Call,4.5,4.65,2018-01-19,AAPL US 01/19/18 C160 Equity,,,,,
863,165.0,Call,3.45,3.55,2018-01-19,AAPL US 01/19/18 C165 Equity,,,,,
864,170.0,Call,2.58,2.64,2018-01-19,AAPL US 01/19/18 C170 Equity,,,,,
865,175.0,Call,1.92,1.99,2018-01-19,AAPL US 01/19/18 C175 Equity,,,,,
866,180.0,Call,1.42,1.48,2018-01-19,AAPL US 01/19/18 C180 Equity,,,,,
867,185.0,Call,1.05,1.11,2018-01-19,AAPL US 01/19/18 C185 Equity,,,,,
868,190.0,Call,0.78,0.83,2018-01-19,AAPL US 01/19/18 C190 Equity,,,,,
869,195.0,Call,0.6,0.63,2018-01-19,AAPL US 01/19/18 C195 Equity,,,,,
870,200.0,Call,0.46,0.48,2018-01-19,AAPL US 01/19/18 C200 Equity,,,,,
871,42.5,Put,0.01,0.05,2018-01-19,AAPL US 01/19/18 P42.5 Equity,,,,,
872,47.5,Put,0.02,0.05,2018-01-19,AAPL US 01/19/18 P47.5 Equity,,,,,
873,50.0,Put,0.04,0.05,2018-01-19,AAPL US 01/19/18 P50 Equity,,,,,
874,55.0,Put,0.05,0.08,2018-01-19,AAPL US 01/19/18 P55 Equity,,,,,
875,60.0,Put,0.08,0.1,2018-01-19,AAPL US 01/19/18 P60 Equity,,,,,
876,65.0,Put,0.13,0.15,2018-01-19,AAPL US 01/19/18 P65 Equity,,,,,
877,70.0,Put,0.2,0.22,2018-01-19,AAPL US 01/19/18 P70 Equity,,,,,
878,75.0,Put,0.28,0.31,2018-01-19,AAPL US 01/19/18 P75 Equity,,,,,
879,80.0,Put,0.4,0.42,2018-01-19,AAPL US 01/19/18 P80 Equity,,,,,
880,82.5,Put,0.47,0.5,2018-01-19,AAPL US 01/19/18 P82.5 Equity,,,,,
881,85.0,Put,0.56,0.58,2018-01-19,AAPL US 01/19/18 P85 Equity,,,,,
882,87.5,Put,0.66,0.68,2018-01-19,AAPL US 01/19/18 P87.5 Equity,,,,,
883,90.0,Put,0.77,0.8,2018-01-19,AAPL US 01/19/18 P90 Equity,,,,,
884,92.5,Put,0.91,0.94,2018-01-19,AAPL US 01/19/18 P92.5 Equity,,,,,
885,95.0,Put,1.07,1.1,2018-01-19,AAPL US 01/19/18 P95 Equity,,,,,
886,97.5,Put,1.25,1.29,2018-01-19,AAPL US 01/19/18 P97.5 Equity,,,,,
887,100.0,Put,1.47,1.5,2018-01-19,AAPL US 01/19/18 P100 Equity,,,,,
888,105.0,Put,2.0,2.04,2018-01-19,AAPL US 01/19/18 P105 Equity,,,,,
889,110.0,Put,2.7,2.74,2018-01-19,AAPL US 01/19/18 P110 Equity,,,,,
890,115.0,Put,3.55,3.65,2018-01-19,AAPL US 01/19/18 P115 Equity,,,,,
891,120.0,Put,4.7,4.8,2018-01-19,AAPL US 01/19/18 P120 Equity,,,,,
892,125.0,Put,6.1,6.2,2018-01-19,AAPL US 01/19/18 P125 Equity,,,,,
893,130.0,Put,7.8,7.95,2018-01-19,AAPL US 01/19/18 P130 Equity,,,,,
894,135.0,Put,9.85,10.0,2018-01-19,AAPL US 01/19/18 P135 Equity,,,,,
895,140.0,Put,12.2,12.3,2018-01-19,AAPL US 01/19/18 P140 Equity,,,,,
896,145.0,Put,14.9,15.05,2018-01-19,AAPL US 01/19/18 P145 Equity,,,,,
897,150.0,Put,17.9,18.05,2018-01-19,AAPL US 01/19/18 P150 Equity,,,,,
898,155.0,Put,21.2,21.35,2018-01-19,AAPL US 01/19/18 P155 Equity,,,,,
899,160.0,Put,24.8,25.0,2018-01-19,AAPL US 01/19/18 P160 Equity,,,,,
900,165.0,Put,28.7,29.05,2018-01-19,AAPL US 01/19/18 P165 Equity,,,,,
901,170.0,Put,32.75,33.25,2018-01-19,AAPL US 01/19/18 P170 Equity,,,,,
902,175.0,Put,36.95,37.65,2018-01-19,AAPL US 01/19/18 P175 Equity,,,,,
903,180.0,Put,41.4,42.15,2018-01-19,AAPL US 01/19/18 P180 Equity,,,,,
904,185.0,Put,45.9,46.8,2018-01-19,AAPL US 01/19/18 P185 Equity,,,,,
905,190.0,Put,50.1,53.3,2018-01-19,AAPL US 01/19/18 P190 Equity,,,,,
906,195.0,Put,54.7,58.0,2018-01-19,AAPL US 01/19/18 P195 Equity,,,,,
907,200.0,Put,59.45,62.8,2018-01-19,AAPL US 01/19/18 P200 Equity,,,,,
908,70.0,Call,69.15,70.7,2018-06-15,AAPL US 06/15/18 C70 Equity,,,,,
909,75.0,Call,64.25,65.8,2018-06-15,AAPL US 06/15/18 C75 Equity,,,,,
910,80.0,Call,59.45,60.95,2018-06-15,AAPL US 06/15/18 C80 Equity,,,,,
911,85.0,Call,54.75,56.2,2018-06-15,AAPL US 06/15/18 C85 Equity,,,,,
912,90.0,Call,50.45,51.5,2018-06-15,AAPL US 06/15/18 C90 Equity,,,,,
913,95.0,Call,45.8,47.05,2018-06-15,AAPL US 06/15/18 C95 Equity,,,,,
914,100.0,Call,41.55,42.65,2018-06-15,AAPL US 06/15/18 C100 Equity,,,,,
915,105.0,Call,37.45,38.4,2018-06-15,AAPL US 06/15/18 C105 Equity,,,,,
916,110.0,Call,33.55,34.2,2018-06-15,AAPL US 06/15/18 C110 Equity,,,,,
917,115.0,Call,29.75,30.45,2018-06-15,AAPL US 06/15/18 C115 Equity,,,,,
918,120.0,Call,26.4,26.75,2018-06-15,AAPL US 06/15/18 C120 Equity,,,,,
919,125.0,Call,23.05,23.5,2018-06-15,AAPL US 06/15/18 C125 Equity,,,,,
920,130.0,Call,20.15,20.45,2018-06-15,AAPL US 06/15/18 C130 Equity,,,,,
921,135.0,Call,17.4,17.55,2018-06-15,AAPL US 06/15/18 C135 Equity,,,,,
922,140.0,Call,14.8,15.0,2018-06-15,AAPL US 06/15/18 C140 Equity,,,,,
923,145.0,Call,12.6,12.75,2018-06-15,AAPL US 06/15/18 C145 Equity,,,,,
924,150.0,Call,10.55,10.7,2018-06-15,AAPL US 06/15/18 C150 Equity,,,,,
925,155.0,Call,8.75,8.9,2018-06-15,AAPL US 06/15/18 C155 Equity,,,,,
926,160.0,Call,7.2,7.35,2018-06-15,AAPL US 06/15/18 C160 Equity,,,,,
927,165.0,Call,5.9,6.05,2018-06-15,AAPL US 06/15/18 C165 Equity,,,,,
928,170.0,Call,4.8,4.95,2018-06-15,AAPL US 06/15/18 C170 Equity,,,,,
929,175.0,Call,3.9,4.0,2018-06-15,AAPL US 06/15/18 C175 Equity,,,,,
930,180.0,Call,3.15,3.25,2018-06-15,AAPL US 06/15/18 C180 Equity,,,,,
931,185.0,Call,2.54,2.61,2018-06-15,AAPL US 06/15/18 C185 Equity,,,,,
932,190.0,Call,2.03,2.11,2018-06-15,AAPL US 06/15/18 C190 Equity,,,,,
933,195.0,Call,1.63,1.7,2018-06-15,AAPL US 06/15/18 C195 Equity,,,,,
934,200.0,Call,1.31,1.39,2018-06-15,AAPL US 06/15/18 C200 Equity,,,,,
935,70.0,Put,0.46,0.51,2018-06-15,AAPL US 06/15/18 P70 Equity,,,,,
936,75.0,Put,0.67,0.73,2018-06-15,AAPL US 06/15/18 P75 Equity,,,,,
937,80.0,Put,0.92,1.0,2018-06-15,AAPL US 06/15/18 P80 Equity,,,,,
938,85.0,Put,1.29,1.34,2018-06-15,AAPL US 06/15/18 P85 Equity,,,,,
939,90.0,Put,1.72,1.8,2018-06-15,AAPL US 06/15/18 P90 Equity,,,,,
940,95.0,Put,2.25,2.34,2018-06-15,AAPL US 06/15/18 P95 Equity,,,,,
941,100.0,Put,2.92,3.0,2018-06-15,AAPL US 06/15/18 P100 Equity,,,,,
942,105.0,Put,3.7,3.85,2018-06-15,AAPL US 06/15/18 P105 Equity,,,,,
943,110.0,Put,4.7,4.8,2018-06-15,AAPL US 06/15/18 P110 Equity,,,,,
944,115.0,Put,5.85,5.95,2018-06-15,AAPL US 06/15/18 P115 Equity,,,,,
945,120.0,Put,7.25,7.4,2018-06-15,AAPL US 06/15/18 P120 Equity,,,,,
946,125.0,Put,8.85,9.0,2018-06-15,AAPL US 06/15/18 P125 Equity,,,,,
947,130.0,Put,10.75,10.9,2018-06-15,AAPL US 06/15/18 P130 Equity,,,,,
948,135.0,Put,12.9,13.05,2018-06-15,AAPL US 06/15/18 P135 Equity,,,,,
949,140.0,Put,15.3,15.4,2018-06-15,AAPL US 06/15/18 P140 Equity,,,,,
950,145.0,Put,17.95,18.15,2018-06-15,AAPL US 06/15/18 P145 Equity,,,,,
951,150.0,Put,20.9,21.05,2018-06-15,AAPL US 06/15/18 P150 Equity,,,,,
952,155.0,Put,24.0,24.3,2018-06-15,AAPL US 06/15/18 P155 Equity,,,,,
953,160.0,Put,27.4,27.75,2018-06-15,AAPL US 06/15/18 P160 Equity,,,,,
954,165.0,Put,31.0,31.45,2018-06-15,AAPL US 06/15/18 P165 Equity,,,,,
955,170.0,Put,34.85,35.35,2018-06-15,AAPL US 06/15/18 P170 Equity,,,,,
956,175.0,Put,38.8,39.45,2018-06-15,AAPL US 06/15/18 P175 Equity,,,,,
957,180.0,Put,43.05,43.7,2018-06-15,AAPL US 06/15/18 P180 Equity,,,,,
958,185.0,Put,47.2,48.2,2018-06-15,AAPL US 06/15/18 P185 Equity,,,,,
959,190.0,Put,51.65,52.65,2018-06-15,AAPL US 06/15/18 P190 Equity,,,,,
960,195.0,Put,56.05,57.35,2018-06-15,AAPL US 06/15/18 P195 Equity,,,,,
961,200.0,Put,59.3,63.75,2018-06-15,AAPL US 06/15/18 P200 Equity,,,,,
962,42.5,Call,95.0,99.4,2019-01-18,AAPL US 01/18/19 C42.5 Equity,,,,,
963,47.5,Call,90.1,94.4,2019-01-18,AAPL US 01/18/19 C47.5 Equity,,,,,
964,55.0,Call,82.65,87.0,2019-01-18,AAPL US 01/18/19 C55 Equity,,,,,
965,60.0,Call,79.55,80.2,2019-01-18,AAPL US 01/18/19 C60 Equity,,,,,
966,65.0,Call,72.65,77.0,2019-01-18,AAPL US 01/18/19 C65 Equity,,,,,
967,70.0,Call,68.1,72.25,2019-01-18,AAPL US 01/18/19 C70 Equity,,,,,
968,75.0,Call,64.3,67.25,2019-01-18,AAPL US 01/18/19 C75 Equity,,,,,
969,80.0,Call,59.75,60.8,2019-01-18,AAPL US 01/18/19 C80 Equity,,,,,
970,85.0,Call,54.2,58.25,2019-01-18,AAPL US 01/18/19 C85 Equity,,,,,
971,90.0,Call,51.1,52.5,2019-01-18,AAPL US 01/18/19 C90 Equity,,,,,
972,95.0,Call,46.3,48.0,2019-01-18,AAPL US 01/18/19 C95 Equity,,,,,
973,97.5,Call,44.0,47.7,2019-01-18,AAPL US 01/18/19 C97.5 Equity,,,,,
974,100.0,Call,42.7,44.5,2019-01-18,AAPL US 01/18/19 C100 Equity,,,,,
975,105.0,Call,39.1,40.45,2019-01-18,AAPL US 01/18/19 C105 Equity,,,,,
976,110.0,Call,35.8,37.3,2019-01-18,AAPL US 01/18/19 C110 Equity,,,,,
977,115.0,Call,32.15,33.6,2019-01-18,AAPL US 01/18/19 C115 Equity,,,,,
978,120.0,Call,29.25,30.0,2019-01-18,AAPL US 01/18/19 C120 Equity,,,,,
979,125.0,Call,26.15,26.85,2019-01-18,AAPL US 01/18/19 C125 Equity,,,,,
980,130.0,Call,23.4,24.0,2019-01-18,AAPL US 01/18/19 C130 Equity,,,,,
981,135.0,Call,20.65,21.6,2019-01-18,AAPL US 01/18/19 C135 Equity,,,,,
982,140.0,Call,18.45,19.1,2019-01-18,AAPL US 01/18/19 C140 Equity,,,,,
983,145.0,Call,16.2,16.35,2019-01-18,AAPL US 01/18/19 C145 Equity,,,,,
984,150.0,Call,14.1,14.6,2019-01-18,AAPL US 01/18/19 C150 Equity,,,,,
985,155.0,Call,12.25,13.1,2019-01-18,AAPL US 01/18/19 C155 Equity,,,,,
986,160.0,Call,10.55,11.0,2019-01-18,AAPL US 01/18/19 C160 Equity,,,,,
987,165.0,Call,8.9,9.8,2019-01-18,AAPL US 01/18/19 C165 Equity,,,,,
988,170.0,Call,7.65,8.55,2019-01-18,AAPL US 01/18/19 C170 Equity,,,,,
989,175.0,Call,6.65,7.35,2019-01-18,AAPL US 01/18/19 C175 Equity,,,,,
990,180.0,Call,5.6,6.05,2019-01-18,AAPL US 01/18/19 C180 Equity,,,,,
991,185.0,Call,4.8,5.2,2019-01-18,AAPL US 01/18/19 C185 Equity,,,,,
992,190.0,Call,3.85,4.75,2019-01-18,AAPL US 01/18/19 C190 Equity,,,,,
993,195.0,Call,3.2,4.1,2019-01-18,AAPL US 01/18/19 C195 Equity,,,,,
994,200.0,Call,2.72,3.15,2019-01-18,AAPL US 01/18/19 C200 Equity,,,,,
995,42.5,Put,0.15,0.25,2019-01-18,AAPL US 01/18/19 P42.5 Equity,,,,,
996,47.5,Put,0.2,0.45,2019-01-18,AAPL US 01/18/19 P47.5 Equity,,,,,
997,55.0,Put,0.4,0.6,2019-01-18,AAPL US 01/18/19 P55 Equity,,,,,
998,60.0,Put,0.5,0.85,2019-01-18,AAPL US 01/18/19 P60 Equity,,,,,
999,65.0,Put,0.79,1.09,2019-01-18,AAPL US 01/18/19 P65 Equity,,,,,
1000,70.0,Put,1.0,1.2,2019-01-18,AAPL US 01/18/19 P70 Equity,,,,,
1001,75.0,Put,1.49,1.65,2019-01-18,AAPL US 01/18/19 P75 Equity,,,,,
1002,80.0,Put,1.88,2.28,2019-01-18,AAPL US 01/18/19 P80 Equity,,,,,
1003,85.0,Put,2.31,2.65,2019-01-18,AAPL US 01/18/19 P85 Equity,,,,,
1004,90.0,Put,2.96,3.4,2019-01-18,AAPL US 01/18/19 P90 Equity,,,,,
